,date,views,comments,article,tag,sentiment_score,sentiment_tag
452,2020-11-12,86866,143,Coronavirus: One death and 395 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
453,2020-11-12,16498,1,"Debunked: No, the Army is not going to chip children in schools so they can monitor them",General news,0.0,Neutral
454,2020-11-11,84778,80,Coronavirus: Two deaths and 362 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
455,2020-11-09,9821,2,Ten deaths and 471 new cases of Covid-19 confirmed in Northern Ireland,Daily press announcement,0.1787878787878788,Positive
456,2020-11-02,109827,153,Coronavirus: Two deaths and 767 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
457,2020-10-21,110128,179,"Coronavirus: Three deaths and 1,167 new cases confirmed in Ireland",Daily press announcement,0.2681818181818182,Positive
458,2020-10-19,118118,329,"Coronavirus: No deaths and 1,031 new cases confirmed in Ireland",Daily press announcement,0.2681818181818182,Positive
459,2020-10-16,123398,212,"Coronavirus: Three deaths and 1,000 new cases confirmed in Ireland",Daily press announcement,0.2681818181818182,Positive
460,2020-10-15,205153,0,FactCheck: Claim made in full-page Irish Times ad about Covid-19 deaths is false,General news,-0.20000000000000004,Negative
461,2020-10-14,215071,303,"Coronavirus: Five deaths and 1,095 new cases confirmed in Ireland",Daily press announcement,0.2681818181818182,Positive
462,2020-10-14,14283,2,Explainer: What are the new Covid-19 restrictions in Northern Ireland? ,General news,0.13636363636363635,Neutral
463,2020-10-13,16525,9,Seven further deaths and 863 new cases of Covid-19 confirmed in Northern Ireland,Daily press announcement,0.1787878787878788,Positive
464,2020-10-12,164340,260,Coronavirus: One death and 825 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
465,2020-10-11,200419,314,Coronavirus: Two deaths and 814 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
466,2020-10-10,475391,651,"'I am very worried': Warning from Dr Holohan as over 1,000 new cases confirmed",Daily press announcement,0.24545454545454545,Positive
467,2020-10-09,53336,67,Explainer: Why have people been talking about a 'circuit breaker' lockdown - and is there evidence it would work?,Lockdown,0.0,Neutral
468,2020-10-08,19009,5,Explainer: What's the thinking behind banning pubs and restaurants in Scotland from serving alcohol indoors?,General news,-0.4,Negative
469,2020-10-07,26277,20,Explainer: What is the current situation with Covid-19 in nursing homes in Ireland?,General news,0.0,Neutral
470,2020-10-07,82207,60,Coronavirus: The entire country is now in Level 3 - here's what that means,General news,0.0,Neutral
471,2020-10-06,22681,16,"Factfind: Yes, we're doing more testing, but that's NOT why we have an increase in cases ",General news,0.5,Positive
472,2020-10-06,39610,25,"Explainer: The whole country goes to Level 3 from tonight, but has it worked in Dublin? ",General news,0.2,Positive
473,2020-10-05,51095,120,What has led to this latest NPHET recommendation? Here's the relevant data,General news,0.45,Positive
474,2020-09-27,258016,354,'Sit down and plan your contacts': Acting CMO's appeal as 430 new Covid-19 cases confirmed,General news,0.0952020202020202,Neutral
475,2020-09-26,195813,215,Coronavirus: Five deaths and 248 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
476,2020-09-24,137735,173,Coronavirus: 3 deaths and 324 new cases confirmed in Ireland,Daily press announcement,0.34545454545454546,Positive
477,2020-09-23,167531,221,Public health officials renew appeal to reduce our contacts as 234 new cases of Covid-19 confirmed,Daily press announcement,0.1787878787878788,Positive
478,2020-09-22,176250,289,Coronavirus: No further deaths and 334 new cases confirmed in Ireland - including 174 in Dublin,Daily press announcement,0.1787878787878788,Positive
479,2020-09-17,98168,111,Coronavirus: One further death and 240 new cases - including 119 in Dublin,Daily press announcement,0.06818181818181818,Neutral
480,2020-09-15,176100,218,Coronavirus: Three further deaths and 357 new cases - including 218 in Dublin,Daily press announcement,0.06818181818181818,Neutral
481,2020-09-15,53902,46,We're at Level Two of the new Covid plan. Here's why we want to get to One (and avoid Five at all costs),General news,0.13636363636363635,Neutral
482,2020-09-14,125751,161,Coronavirus: 208 new cases and no further deaths confirmed in Ireland,Daily press announcement,0.1787878787878788,Positive
483,2020-09-11,56977,22,"Debunked: No, there weren't 'only 717 deaths' in Ireland in July",General news,0.0,Neutral
484,2020-09-11,133329,223,Coronavirus: 211 new cases and one new death confirmed in Ireland,Daily press announcement,0.22424242424242424,Positive
485,2020-09-10,124841,203,Coronavirus: 196 new cases and no further deaths confirmed in Ireland,Daily press announcement,0.1787878787878788,Positive
486,2020-09-09,120168,152,Coronavirus: Three deaths and 84 new cases in Ireland,Daily press announcement,0.13636363636363635,Neutral
487,2020-09-08,159033,114,"FactFind: No, it's not correct to say just 100 people have died from Covid-19 in Ireland ",General news,0.0,Neutral
488,2020-09-07,45446,38,'A long year': Leaving Cert students commended as calculated grades released,General news,-0.05,Negative
489,2020-09-07,112791,203,Coronavirus: No further deaths and 102 new cases confirmed in Ireland,Daily press announcement,0.1787878787878788,Positive
490,2020-09-06,96733,186,Coronavirus: No further deaths and 138 new confirmed cases in Ireland,General news,0.1787878787878788,Positive
491,2020-09-05,182624,299,Coronavirus: No further deaths and 231 new cases confirmed in Ireland,Daily press announcement,0.1787878787878788,Positive
492,2020-09-04,84030,113,Coronavirus: No deaths and 98 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
493,2020-09-03,55708,72,How will the government's 'Stay and Spend' scheme work and how can you claim your tax credits?,General news,0.0,Neutral
494,2020-09-03,27794,9,The Explainer: Leaving Cert results are out on Monday - here's how it'll work,General news,0.0,Neutral
495,2020-09-02,104534,143,Coronavirus: One death and 89 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
496,2020-09-02,24773,27,'We're sleepwalking back to mass overcrowding': 221 patients on trolleys in Irish hospitals ,General news,0.0,Neutral
497,2020-09-02,21626,62,Covid-19 deaths and hospital numbers remain low as Ireland is 'protecting vulnerable people better',General news,0.0,Neutral
498,2020-09-01,196723,279,Coronavirus: 217 new cases confirmed in Ireland in highest daily figure since May,Daily press announcement,0.1787878787878788,Positive
499,2020-08-31,96528,94,Coronavirus: Kildare lockdown to be lifted with immediate effect,Lockdown,0.0,Neutral
500,2020-08-30,107317,190,Coronavirus: No deaths and 42 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
501,2020-08-29,136518,175,Coronavirus: No deaths and 142 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
502,2020-08-29,79044,55,Everything you need to know about the current Covid restrictions and when they’re due to be eased,General news,-0.0625,Negative
503,2020-08-28,69636,49,Family should restrict movements while child is waiting on Covid-19 test result - HSE,General news,0.0,Neutral
504,2020-08-28,120629,168,Coronavirus: No deaths and 127 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
505,2020-08-28,16149,21,"Debunked: No, children won't be banned from attending school if they don't get the flu vaccine",Vaccine,0.0,Neutral
506,2020-08-27,114573,141,Coronavirus: No deaths and 93 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
507,2020-08-27,15080,7,The Explainer: How could Golfgate impact Irish people’s behaviour?,General news,0.0,Neutral
508,2020-08-26,107840,147,Coronavirus: No deaths and 164 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
509,2020-08-26,96331,76,Updated guidance on weddings: All guests out of function room by 11.30pm and face coverings when leaving table,General news,0.0,Neutral
510,2020-08-26,22003,24,"Almost half of people don't know calling GP to discuss Covid-19 symptoms is free, ESRI finds",General news,0.11666666666666668,Neutral
511,2020-08-26,38664,34,"Social distancing rules for Covid-19 are based on outdated science, researchers argue",General news,-0.18333333333333338,Negative
512,2020-08-25,99118,95,Coronavirus: No deaths and 92 new cases in Ireland,Daily press announcement,0.13636363636363635,Neutral
513,2020-08-25,41106,69,Winter flu vaccine campaign gears up to prevent 'dual outbreaks' of influenza and Covid-19,Vaccine,0.0,Neutral
514,2020-08-24,144753,178,Coronavirus: No deaths and 147 new cases in Ireland,Daily press announcement,0.13636363636363635,Neutral
515,2020-08-23,105929,231,Coronavirus: No deaths and 61 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
516,2020-08-23,37995,136,"Debunked: No, wearing a face mask does not 'disrupt pH levels' and increase cancer risk",General news,0.0,Neutral
517,2020-08-22,167502,299,Coronavirus: Two deaths and 156 new cases in Ireland,Daily press announcement,0.13636363636363635,Neutral
518,2020-08-21,96764,110,Coronavirus: No deaths and 79 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
519,2020-08-20,64695,56,HSE releases results of first Covid-19 antibody study,General news,0.25,Positive
520,2020-08-20,159371,198,Coronavirus: One death and 136 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
521,2020-08-20,57878,33,Explainer: What's the latest advice about Covid-19 symptoms and when should you seek a test?,General news,0.5,Positive
522,2020-08-19,111043,188,Coronavirus: Two deaths and 54 new cases in Ireland,Daily press announcement,0.13636363636363635,Neutral
523,2020-08-19,22602,65,The Explainer: What led to the new Covid-19 restrictions?,General news,0.13636363636363635,Neutral
524,2020-08-19,56680,50,Where is Ireland right now when it comes to Covid-19? Here's what the statistics available tell us,General news,0.34285714285714286,Positive
525,2020-08-19,58555,44,"Covid-19 may enter the body by targeting part of nose responsible for smell, new research suggests",General news,0.16818181818181818,Positive
526,2020-08-18,97797,164,Explainer: The biggest changes as the government tightens restrictions at 'critical moment',General news,0.0,Neutral
527,2020-08-18,30027,18,Weddings of 50 people still permitted indoors 'until further decision made',General news,0.0,Neutral
528,2020-08-18,47472,56,Social visit restrictions: 'Please do not have more than six people over to your house or garden',General news,0.26666666666666666,Positive
529,2020-08-18,225813,277,Coronavirus: One more death and 190 new cases confirmed in Ireland,Daily press announcement,0.34545454545454546,Positive
530,2020-08-18,169787,282,"Government advises over 70s to limit interactions, tells people to limit home visits to six people",General news,0.0,Neutral
531,2020-08-17,140422,166,Coronavirus: No deaths and 56 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
532,2020-08-16,125781,216,Coronavirus: No deaths and 66 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
533,2020-08-16,19807,63,"Groupthink, fatigue and divilment: Why do people share fake news? ",General news,-0.5,Negative
534,2020-08-15,360344,492,Coronavirus: 200 new cases as daily figures reach highest level since May,Daily press announcement,0.06818181818181818,Neutral
535,2020-08-14,59712,42,"What the latest figures tell us about cases in LOKdown counties - and new, smaller clusters further afield",General news,0.1590909090909091,Positive
536,2020-08-13,164014,198,Coronavirus: No new deaths and 92 more cases confirmed in Ireland,General news,0.2772727272727273,Positive
537,2020-08-12,112425,150,Coronavirus: One new death and 40 more cases confirmed in Ireland,General news,0.34545454545454546,Positive
538,2020-08-11,110369,113,Coronavirus: One death and 35 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
539,2020-08-10,114561,140,Coronavirus: No new deaths and 57 more cases confirmed in Ireland,General news,0.2772727272727273,Positive
540,2020-08-10,58385,93,"Explainer: How gardaí are policing the new regulations for Kildare, Laois and Offaly",General news,0.13636363636363635,Neutral
541,2020-08-10,44008,103,Explainer: Everything to know about new face covering regulations,General news,0.13636363636363635,Neutral
542,2020-08-09,143601,186,Coronavirus: No new deaths and 68 new cases confirmed in Ireland,Daily press announcement,0.15606060606060607,Positive
543,2020-08-08,264061,437,Coronavirus: One death and 174 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
544,2020-08-07,156569,179,Coronavirus: 4 deaths and 98 new cases in Ireland,Daily press announcement,0.13636363636363635,Neutral
545,2020-08-05,108938,219,Coronavirus: No deaths and 50 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
546,2020-08-04,80970,152,Coronavirus: No deaths and 45 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
547,2020-08-03,135625,183,Coronavirus: No deaths and 46 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
548,2020-08-02,145027,237,Coronavirus: No deaths and 53 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
549,2020-08-01,108288,218,Coronavirus: No deaths and 45 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
550,2020-07-30,117809,160,Health officials 'very concerned' at spike in Covid-19 cases,General news,0.2,Positive
551,2020-07-30,198815,370,Coronavirus: One death and 85 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
552,2020-07-30,14194,13,Covid-19 contact tracing app launches in Northern Ireland,General news,0.0,Neutral
553,2020-07-29,60459,83,Coronavirus: No deaths and 14 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
554,2020-07-28,147638,151,Coronavirus: No deaths and 40 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
555,2020-07-26,49368,129,Coronavirus: No deaths and 12 new cases in Ireland,Daily press announcement,0.13636363636363635,Neutral
556,2020-07-24,20584,32,"Debunked: No, the HSE has not banned a Covid-19 treatment in order to later 'push' a vaccine ",Vaccine,0.0,Neutral
557,2020-07-24,75279,150,Coronavirus: No further deaths and 20 new cases confirmed in Ireland,Daily press announcement,0.1787878787878788,Positive
558,2020-07-23,107683,134,Coronavirus: Nine deaths and seven new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
559,2020-07-22,65471,109,Coronavirus: One death and 17 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
560,2020-07-22,32591,65,Explainer: What does the new 'green list' mean for foreign travel?,Travel,-0.12528409090909093,Negative
561,2020-07-22,348532,287,Government agrees 15 countries for travel 'green list' following late-night Cabinet meeting,Travel,-0.1,Negative
562,2020-07-21,22978,17,The Explainer: How close is a Covid-19 vaccine?,Vaccine,0.0,Neutral
563,2020-07-21,94684,214,Coronavirus: No further deaths and 36 new cases confirmed in Ireland,Daily press announcement,0.1787878787878788,Positive
564,2020-07-21,43356,29,The 'green list': How other island-based nations have handled the re-opening of international travel,Travel,-0.10833333333333334,Negative
565,2020-07-21,37236,39,"Covid-19 is worse in cold weather, research suggests",General news,-0.5,Negative
566,2020-07-20,70775,119,Coronavirus: No new deaths and 6 new cases confirmed in Ireland,Daily press announcement,0.15606060606060607,Positive
567,2020-07-19,73698,111,Coronavirus: No further deaths and 10 new cases confirmed in Ireland,Daily press announcement,0.1787878787878788,Positive
568,2020-07-18,55601,62,Q&A: Your questions about Ireland's Covid-19 restrictions and health advice answered,General news,0.0,Neutral
569,2020-07-17,109771,247,Coronavirus: Three further deaths and 34 new cases confirmed in Ireland,Daily press announcement,0.1787878787878788,Positive
570,2020-07-16,67699,137,Coronavirus: One further death and 21 new cases confirmed in Ireland,Daily press announcement,0.1787878787878788,Positive
571,2020-07-16,17564,0,Q&A: What do you want to know about Ireland's Covid-19 restrictions and health advice?,General news,0.0,Neutral
572,2020-07-16,16423,11,The Explainer: Why are tourists able to visit Ireland right now?,General news,0.39285714285714285,Positive
573,2020-07-16,57574,99,"Pubs, masks and parties: At a glance, the main Covid-19 actions from a big government briefing ",General news,0.08333333333333333,Neutral
574,2020-07-15,133003,296,Reopening of pubs delayed by three weeks as Government pushes Phase Four back to 10 August ,General news,0.0,Neutral
575,2020-07-15,72433,85,Social visits to be limited to 10 people from no more than four households at one time ,General news,-0.09603174603174602,Negative
576,2020-07-15,76907,159,Coronavirus: Two further deaths and 14 new cases confirmed in Ireland,Daily press announcement,0.1787878787878788,Positive
577,2020-07-14,109814,174,Coronavirus: No new deaths and 32 new cases confirmed in Ireland,Daily press announcement,0.15606060606060607,Positive
578,2020-07-13,62727,123,Coronavirus: No new deaths and 11 new cases confirmed in Ireland,Daily press announcement,0.15606060606060607,Positive
579,2020-07-11,83594,119,Why was the Covid-19 app so successful in Ireland?,General news,0.75,Positive
580,2020-07-11,105483,214,Coronavirus: Two deaths and 23 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
581,2020-07-10,84426,187,Coronavirus: One death and 25 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
582,2020-07-10,21466,57,Explainer: What we know about Covid-19 and airborne transmission ,General news,0.0,Neutral
583,2020-07-10,59594,67,"Explainer: The R0 is now 'at or above 1', but what does that mean for Covid-19 in Ireland?",General news,-0.15625,Negative
584,2020-07-09,129458,161,Coronavirus: Six deaths and 23 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
585,2020-07-09,61051,116,Gardaí identify 26 pubs potentially in breach of health regulations after weekend crackdown,General news,0.0,Neutral
586,2020-07-08,69191,104,Coronavirus: No new deaths and 11 new cases confirmed in Ireland,Daily press announcement,0.15606060606060607,Positive
587,2020-07-07,74508,129,Coronavirus: One further death and 24 new cases confirmed in Ireland,Daily press announcement,0.1787878787878788,Positive
588,2020-07-06,91561,133,The HSE's Covid-19 tracing app went live this evening - here's what it looks like,General news,0.13636363636363635,Neutral
589,2020-07-06,73492,115,Coronavirus: No new deaths and four new cases confirmed in Ireland,Daily press announcement,0.15606060606060607,Positive
590,2020-07-06,12787,9,WATCH: How Covid-19 brought misinformation to Ireland,General news,0.0,Neutral
591,2020-07-06,96532,55,"Fatigue, shortness of breath, anxiety: What we now know about the longer-term effects of Covid-19",General news,0.0,Neutral
592,2020-07-05,97587,105,Coronavirus: No deaths reported today as 18 new cases confirmed in Ireland,Daily press announcement,0.2681818181818182,Positive
593,2020-07-04,65322,66,Coronavirus: One further death and 11 new cases confirmed in Ireland,Daily press announcement,0.1787878787878788,Positive
594,2020-07-03,54345,158,Garda managers in all areas directed to begin checking pubs for Covid-19 compliance this evening,General news,0.0,Neutral
595,2020-07-03,49652,51,Coronavirus: Two further deaths and nine new cases confirmed in Ireland,Daily press announcement,0.1787878787878788,Positive
596,2020-07-03,71655,132,"Covid-19 deaths may have been overestimated, Hiqa report finds ",General news,0.0,Neutral
597,2020-07-03,92605,101,FactFind: Here is how Covid-19 deaths are counted in Ireland ,General news,0.0,Neutral
598,2020-07-02,41919,47,Explainer: This is the current official advice on foreign travel,Travel,-0.0625,Negative
599,2020-07-01,102548,59,"It's not all holidays, so who's getting on the flights out of Dublin Airport? ",Travel,0.0,Neutral
600,2020-07-01,59158,95,Coronavirus: Three further deaths and six new cases confirmed in Ireland,Daily press announcement,0.1787878787878788,Positive
601,2020-06-29,95012,41,So what's the 'new normal' like in Dublin's pubs? This reporter volunteered to find out,General news,0.1431818181818182,Neutral
602,2020-06-29,197001,61,Phase Three: Here's what's allowed from today as Ireland enters second-last step out of lockdown,Lockdown,0.0,Neutral
603,2020-06-26,46464,60,"Phase Three to go ahead as planned, and worrying surge in US cases: Today's Covid-19 main points",General news,0.16666666666666666,Positive
604,2020-06-25,39217,11,The Explainer: How likely are you to catch Covid-19 in Ireland right now?,General news,0.14285714285714285,Neutral
605,2020-06-25,28811,32,Explainer: What's the current advice about taking holidays abroad and how would 'air bridges' work?,General news,0.0,Neutral
606,2020-06-19,78172,51,What do Phase Three and Four of reopening Ireland look like now?,General news,0.0,Neutral
607,2020-06-15,19664,34,Countries across Europe continue to open up their borders to foreign travellers,Travel,-0.0625,Negative
608,2020-06-08,45324,20,What does shopping look like in a pandemic? Here's what we learnt today,General news,0.0,Neutral
609,2020-06-08,85293,47,The next phase: Here's what's allowed from today as Phase Two of the 'accelerated' roadmap kicks in,General news,0.0,Neutral
610,2020-06-07,48016,29,Phase Two: Everything you need to know about using public transport from tomorrow,General news,0.0,Neutral
611,2020-06-06,40971,20,Q&A: How the extended pandemic payment schemes will work,General news,0.0,Neutral
612,2020-06-05,70061,28,Everything you need to know about coronavirus restrictions from 8 June,General news,0.0,Neutral
613,2020-06-05,28648,24,"Debunked: No, leaving hand sanitiser in your car during hot weather won’t cause it to catch fire",General news,0.25,Positive
614,2020-06-02,25047,46,'Much lower risk' of Covid-19 spreading beyond one metre - study,General news,0.2,Positive
615,2020-06-02,35342,31,New guidelines for producers of Covid-19 face coverings ,General news,0.13636363636363635,Neutral
616,2020-05-31,46092,60,How quick is too quick as Ireland debates lifting restrictions and countries unlock: Today's Covid-19 main points,General news,0.27777777777777773,Positive
617,2020-05-30,29789,77,"Debunked: No, Anthony Fauci did not say a Covid-19 vaccine must be delivered to people without 'proper studies'",Vaccine,0.0,Neutral
618,2020-05-30,42402,91,Debunked: Do European air travel guidelines show there is no need to quarantine visitors from overseas?,Travel,0.0,Neutral
619,2020-05-28,55500,22,"Solution to maternity leave wage subsidy exclusion, and nine more deaths confirmed: Today's Covid-19 main points",General news,0.35555555555555557,Positive
620,2020-05-27,234871,109,Phase Two: When does it start and what restrictions are being eased this time around? ,General news,0.0,Neutral
621,2020-05-27,14601,20,"Nursing homes timeline: Early predictions of problems with PPE, hospital discharges and poaching of staff in letters",General news,0.1,Neutral
622,2020-05-25,32987,21,"No new Covid-19 deaths reported in past day, Dominic Cummings defends trip to Durham: Today's Covid-19 main points",General news,-0.050505050505050504,Negative
623,2020-05-24,61523,70,"Four additional deaths in Ireland, and Cummings' actions defended as 'sensible': Today's Covid-19 main points",General news,0.16666666666666666,Positive
624,2020-05-23,58125,76,13 more deaths in Ireland and China reports zero new cases for first time: Today's Covid-19 main points,Daily press announcement,0.26325757575757575,Positive
625,2020-05-22,27676,4,"Debunked: No, the world has not been wrongly treating Covid-19 as pneumonia ",General news,-0.5,Negative
626,2020-05-22,44256,33,Mandatory form for arrivals to Ireland and number of new cases exceeds 100 again: Today's Covid-19 main points,Daily press announcement,0.1515151515151515,Positive
627,2020-05-22,123627,124,"Debunked: No, the 'survival rate' for Covid-19 is not above 99.9%",General news,0.0,Neutral
628,2020-05-21,43183,31,"Unemployment in US hits 38.6m, and Varadkar's 'free money' warning: Today's Covid-19 main points",General news,0.2833333333333333,Positive
629,2020-05-20,48513,37,Irish antibody testing plans and Trump suggests G7 return to Camp David: Today's Covid-19 main points,General news,0.08333333333333333,Neutral
630,2020-05-19,42097,126,"Explainer: After Donald Trump claims he's 'taking it', what are Irish experts saying about hydroxychloroquine?",General news,0.0,Neutral
631,2020-05-18,36077,45,Here is how to wear a face mask or covering properly ,General news,0.0,Neutral
632,2020-05-18,143932,68,Phase One: Here's what's allowed from today as Covid-19 restrictions eased,General news,0.0,Neutral
633,2020-05-16,94092,100,Phase One: What can you expect when you go to a hardware store next week?,General news,0.0,Neutral
634,2020-05-15,61850,58,Phase One explained: Who's going back to work and what other restrictions have changed?,General news,-0.0625,Negative
635,2020-05-13,28710,191,Debunked: The viral video Plandemic makes a series of false claims about Covid-19,General news,-0.4000000000000001,Negative
636,2020-05-13,116394,91,Explainer: What needs to happen for us to move into Phase One next Monday?,General news,0.0,Neutral
637,2020-05-12,21359,30,"Debunked: No, the government hasn't issued a €350 payment to everyone in the country",General news,0.0,Neutral
638,2020-05-09,30493,72,Debunked: TheJournal.ie and other outlets are not organising a 'clap for our government' tonight,General news,-0.125,Negative
639,2020-05-08,54571,64,Leaving Cert exams cancelled and 156 new cases: Today's Covid-19 main points,Daily press announcement,0.1515151515151515,Positive
640,2020-05-06,21783,45,The Explainer: Will it be possible for pubs to open before 10 August?,General news,0.0,Neutral
641,2020-05-06,38042,19,"Debunked: No, this video does not show people having a 'street party' in Dublin last week",General news,0.0,Neutral
642,2020-05-02,32872,17,"Debunked: No, postural drainage is not an 'easy' way to treat Covid-19 pneumonia ",General news,0.43333333333333335,Positive
643,2020-05-01,7973,5,The Explainer: Where are we at with testing for Covid-19 in Ireland right now?,General news,0.2857142857142857,Positive
644,2020-04-30,5391,4,"Debunked: No, researchers did not 'invent' the coronavirus in 2015 ",General news,0.0,Neutral
645,2020-04-29,36469,24,"Debunked: No, this footage does not show NPHET members ignoring social distancing",General news,0.03333333333333333,Neutral
646,2020-04-29,24671,21,"Debunked: No, this message from a Covid-19 app asking why a person is 20km from home is not real",General news,-0.1,Negative
647,2020-04-28,37022,12,"Debunked: No, this image does not show an official government announcement about the lifting of restrictions",General news,0.0,Neutral
648,2020-04-23,27261,30,"Debunked: No, there wasn't a vaccine for Covid-19 back in 2001",Vaccine,0.0,Neutral
649,2020-04-23,28363,19,"Debunked: No, Donald Trump didn't tweet he'd 'never let thousands die' in a pandemic back in 2009",General news,0.0,Neutral
650,2020-04-22,45016,11,"Debunked: No, WhatsApp isn't about to start charging users to send messages",General news,0.0,Neutral
651,2020-04-18,121664,72,Debunked: Is 2020 really a 'normal' year for deaths from respiratory illnesses?,General news,0.15,Neutral
652,2020-04-17,67490,67,"Debunked: No, Sweden has not suppressed Covid-19 more than countries with stricter measures",General news,0.5,Positive
653,2020-04-16,18674,8,Debunked: There's no evidence that criminals are dousing facemasks with chemicals so they can rob people,General news,0.0,Neutral
654,2020-04-15,57969,31,"Debunked: No, this isn't a 'tentative' list of dates the government might start letting things reopen",General news,0.0,Neutral
655,2020-04-15,11713,10,"Debunked: No, watered-down mouthwash is not an effective substitute for hand sanitiser ",General news,0.6,Positive
656,2020-04-14,47199,33,Explainer: Why our positive Covid-19 numbers from Irish labs and those from a German lab are reported separately,General news,0.07575757575757576,Neutral
657,2020-04-10,38026,27,The Explainer: What does the data tell us about Ireland's fight against coronavirus?,General news,0.0,Neutral
658,2020-04-08,163444,153,Coronavirus: 25 more deaths and 365 new cases confirmed in Ireland,Daily press announcement,0.34545454545454546,Positive
659,2020-04-05,89908,26,Debunked: That 'extremely sophisticated' bank scam doing the rounds on WhatsApp is completely false,General news,0.04999999999999996,Neutral
660,2020-04-03,42948,15,"Debunked: No, this 'very urgent' message telling you that your bank details can be robbed by making a phone call isn't true",General news,0.275,Positive
661,2020-04-02,58722,51,Over 35k employers sign up for govt's wage subsidy and six-week-old baby dies in US: Today's Covid-19 main points,General news,0.16666666666666666,Positive
662,2020-04-01,41855,26,"Debunked: That WhatsApp message about a 'strict ban on alcohol' from tomorrow is, at best, an April Fool's joke",General news,1.0,Positive
663,2020-04-01,42028,22,"Debunked: No, Leo Varadkar is not telling people to avoid using the Houseparty video messaging app",General news,0.0,Neutral
664,2020-04-01,196341,108,"Ireland's death toll rises by 14, as new contact-tracing rules kick in: Today's Covid-19 main points",General news,0.1515151515151515,Positive
665,2020-04-01,39895,21,"New report shows there are now 118 clusters of Covid-19 in Ireland, with 24 in nursing homes",General news,0.13636363636363635,Neutral
666,2020-03-31,136862,93,"17 more deaths in Ireland, and UK death toll increases by 393: Today's Covid-19 main points",General news,0.3333333333333333,Positive
667,2020-03-31,4206,1,"Debunked: No, the army isn't patrolling all the cities, towns and villages in Ireland because of Covid-19",General news,0.0,Neutral
668,2020-03-31,34085,20,"Debunked: No, leaving onions around your home won't 'catch' the coronavirus",General news,0.0,Neutral
669,2020-03-30,54583,29,Debunked: That WhatsApp message with health tips from a doctor in China is false and misleading,General news,-0.4000000000000001,Negative
670,2020-03-28,176745,76,Cocooning during coronavirus: Who needs to do it and what steps should they take? ,General news,0.0,Neutral
671,2020-03-27,247188,227,New measures: These are the circumstances in which people will be permitted to leave their homes ,General news,0.13636363636363635,Neutral
672,2020-03-27,277220,164,"302 new cases, 3 further deaths, and Boris Johnson has the virus: Today's Covid-19 main points",Daily press announcement,0.101010101010101,Neutral
673,2020-03-26,52131,45,"Debunked: No, drinking tea is not a cure for Covid-19",General news,0.0,Neutral
674,2020-03-25,32663,28,"Debunked: No, GPs aren't giving out 'rescue packs' en masse to asthma and COPD sufferers ",General news,0.0,Neutral
675,2020-03-24,88312,55,Explainer: Here are the payments you're entitled to if your income is impacted by the coronavirus,General news,0.0,Neutral
676,2020-03-23,108703,41,"Coronavirus: How long can Covid-19 survive on plastic, metal and other surfaces?",General news,-0.0875,Negative
677,2020-03-21,140281,122,"Debunked: No, the 'lockdown' isn't here - that's the Defence Forces setting up a testing site on Dublin's quays",Lockdown,0.0,Neutral
678,2020-03-20,106595,63,"Debunked: No, 'Galway Hospital' hasn't circulated a message telling people to wear gloves at petrol pumps",General news,0.0,Neutral
679,2020-03-20,101860,49,"Yes, you need to self-isolate while waiting for a coronavirus test - here's what else you need know",General news,0.0,Neutral
