X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,HospitalisedAged65to74,HospitalisedAged75to84,HospitalisedAged85up,Aged65to74,Aged75to84,Aged85up
-7.692596,53.288234,2020/12/23 00:00:00+00,938,82155,13,2184,2020/12/21 00:00:00+00,81192,5791,679,13156,10471,56,53,200,357,446,717,834,38433,42750,9,2237,5569,14022,13663,12784,12212,8665,37,0,0,0,297,1058,1286,782,4608,3983,3423
-7.692596,53.288234,2020/12/24 00:00:00+00,922,83073,8,2192,2020/12/22 00:00:00+00,82127,5820,682,13250,10509,56,53,202,358,449,719,837,38849,43269,9,2267,5638,14212,13820,12946,12342,8771,36,0,0,0,298,1066,1289,789,4656,4008,3441
-7.692596,53.288234,2020/12/25 00:00:00+00,1025,84098,2,2194,2020/12/23 00:00:00+00,83045,5856,689,13342,10557,56,54,205,362,452,724,842,39289,43747,9,2305,5709,14404,13995,13090,12472,8861,33,0,0,0,299,1068,1298,793,4700,4034,3449
-7.692596,53.288234,2020/12/26 00:00:00+00,1296,85394,6,2200,2020/12/24 00:00:00+00,84062,5899,695,13425,10599,56,56,207,365,456,727,848,39799,44254,9,2343,5787,14599,14188,13268,12604,8966,35,0,0,0,300,1074,1307,801,4752,4061,3468
-7.692596,53.288234,2020/12/27 00:00:00+00,744,86129,4,2204,2020/12/25 00:00:00+00,85354,5939,702,13491,10599,57,57,209,369,460,730,855,40462,44882,10,2378,5885,14889,14448,13436,12780,9121,33,0,0,0,301,1080,1313,807,4807,4092,3492
-7.692596,53.288234,2020/12/28 00:00:00+00,765,86894,1,2205,2020/12/26 00:00:00+00,86096,5978,704,13554,10610,57,57,210,374,462,734,857,40849,45237,10,2395,5926,15030,14621,13542,12878,9199,34,0,0,0,302,1086,1328,811,4851,4125,3503
-7.692596,53.288234,2020/12/29 00:00:00+00,1546,88439,9,2213,2020/12/27 00:00:00+00,86858,6002,706,13592,10615,58,58,211,376,462,736,858,41250,45597,11,2429,5970,15185,14789,13671,12966,9276,33,0,0,0,303,1090,1335,816,4886,4147,3513
-7.692596,53.288234,2020/12/30 00:00:00+00,1720,90159,13,2226,2020/12/28 00:00:00+00,88403,6053,712,13711,10623,59,60,211,378,466,742,863,42008,46384,11,2468,6083,15502,15114,13890,13173,9443,34,0,0,0,304,1103,1348,821,4977,4192,3535
-7.692596,53.288234,2020/12/31 00:00:00+00,1620,91779,12,2237,2020/12/29 00:00:00+00,90125,6132,717,13823,10648,60,62,214,387,469,749,877,42865,47249,11,2507,6172,15899,15456,14159,13417,9633,34,0,0,0,305,1114,1361,837,5063,4228,3565
-7.692596,53.288234,2021/01/01 00:00:00+00,1754,93532,11,2248,2020/12/30 00:00:00+00,91731,6202,728,13967,10695,60,62,217,395,474,754,885,43658,48060,13,2539,6248,16271,15807,14377,13642,9810,34,0,0,0,306,1128,1374,851,5145,4269,3597
-7.692596,53.288234,2021/01/02 00:00:00+00,3394,96926,4,2252,2020/12/31 00:00:00+00,93481,6291,734,14113,10736,60,64,227,401,484,766,896,44505,48963,13,2574,6337,16653,16174,14628,13878,10016,35,0,0,0,307,1143,1386,862,5247,4311,3637
-7.692596,53.288234,2021/01/03 00:00:00+00,4962,101887,7,2259,2021/01/01 00:00:00+00,96863,6375,744,14421,10760,62,65,230,403,492,778,905,46124,50725,14,2676,6525,17433,16784,15153,14360,10391,35,0,0,0,308,1162,1404,872,5425,4393,3697
-7.692596,53.288234,2021/01/04 00:00:00+00,6110,107997,6,2265,2021/01/02 00:00:00+00,101817,6495,760,14748,10762,64,66,231,405,503,801,928,48536,53267,14,2786,6812,18431,17776,15904,15101,10994,36,0,0,0,309,1180,1433,882,5715,4520,3751
-7.692596,53.288234,2021/01/05 00:00:00+00,5325,113322,17,2282,2021/01/03 00:00:00+00,107918,6680,779,15204,10770,68,67,239,418,524,822,957,51444,56459,15,2924,7154,19569,19059,16847,15978,11810,36,0,0,0,310,1209,1473,901,6043,4677,3830
-7.692596,53.288234,2021/01/06 00:00:00+00,7836,121154,17,2299,2021/01/04 00:00:00+00,113224,6807,793,15480,10814,69,67,246,427,535,835,973,53988,59220,16,3043,7474,20618,20110,17673,16748,12479,36,0,0,0,311,1231,1503,919,6326,4825,3901
-7.692596,53.288234,2021/01/07 00:00:00+00,6521,127657,10,2307,2021/01/05 00:00:00+00,121023,7012,823,16026,10858,71,67,251,444,548,859,1005,57722,63284,17,3192,7876,22133,21718,18931,17909,13451,36,0,0,0,312,1271,1546,948,6715,5047,4024
-7.692596,53.288234,2021/01/08 00:00:00+00,8248,135884,20,2327,2021/01/06 00:00:00+00,127528,7251,845,16547,10912,76,71,266,460,564,886,1036,60790,66721,17,3323,8184,23358,23014,20032,18899,14283,37,0,0,0,313,1324,1579,987,7063,5204,4141
-7.692596,53.288234,2021/01/09 00:00:00+00,4842,140727,9,2336,2021/01/07 00:00:00+00,135766,7537,881,17254,10963,80,71,277,483,589,912,1084,64643,71106,17,3463,8560,24909,24630,21418,20192,15313,38,0,0,0,314,1380,1629,1030,7541,5441,4272
-7.692596,53.288234,2021/01/10 00:00:00+00,6888,147613,8,2344,2021/01/08 00:00:00+00,140602,7708,903,17625,10984,83,71,280,489,597,930,1111,66948,73637,17,3545,8792,25848,25546,22187,20909,15949,38,0,0,0,315,1420,1669,1056,7824,5609,4365
-7.692596,53.288234,2021/01/11 00:00:00+00,4929,152539,8,2352,2021/01/09 00:00:00+00,147433,7966,936,18314,10988,85,72,290,499,618,955,1146,70197,77219,17,3669,9094,27123,26838,23310,22016,16793,38,0,0,0,316,1466,1731,1102,8221,5835,4506
-7.692596,53.288234,2021/01/12 00:00:00+00,3086,155591,46,2397,2021/01/10 00:00:00+00,152323,8140,955,18807,10989,87,73,292,506,626,971,1169,72446,79860,17,3771,9348,28014,27688,24089,22773,17398,39,0,0,0,317,1499,1786,1129,8558,6022,4634
-7.692596,53.288234,2021/01/13 00:00:00+00,3569,159144,63,2460,2021/01/11 00:00:00+00,155393,8418,981,19261,11081,89,74,300,522,639,992,1203,73865,81509,19,3828,9457,28468,28229,24591,23205,17812,42,0,0,0,318,1555,1868,1174,8778,6222,4775
-7.692596,53.288234,2021/01/14 00:00:00+00,3955,163057,28,2488,2021/01/12 00:00:00+00,158951,8665,1002,19733,11170,90,77,306,535,654,1016,1239,75485,83447,19,3887,9612,28970,28848,25171,23856,18289,42,0,0,0,319,1607,1923,1216,9014,6381,4895
-7.692596,53.288234,2021/01/15 00:00:00+00,3498,166548,50,2536,2021/01/13 00:00:00+00,162897,8914,1024,20245,11204,92,79,311,555,666,1043,1277,77312,85566,19,3961,9779,29531,29498,25844,24524,18817,42,0,0,0,320,1646,1993,1250,9247,6614,5054
-7.692596,53.288234,2021/01/16 00:00:00+00,3231,169780,60,2595,2021/01/14 00:00:00+00,166387,9180,1042,20764,11263,95,83,324,564,689,1074,1314,78893,87474,20,4025,9926,30028,30077,26443,25112,19262,42,0,0,0,321,1690,2048,1297,9466,6816,5204
-7.692596,53.288234,2021/01/17 00:00:00+00,2944,172726,13,2608,2021/01/15 00:00:00+00,169608,9399,1057,21252,11275,97,84,332,574,700,1101,1340,80386,89199,23,4101,10075,30463,30631,26982,25678,19660,42,0,0,0,322,1718,2108,1343,9654,6985,5351
-7.692596,53.288234,2021/01/18 00:00:00+00,2121,174843,8,2616,2021/01/16 00:00:00+00,172545,9522,1073,21695,11296,97,85,337,576,711,1111,1360,81736,90786,23,4175,10237,30923,31138,27471,26151,20029,40,0,0,0,323,1736,2141,1366,9810,7118,5457
-7.692596,53.288234,2021/01/19 00:00:00+00,2001,176839,93,2708,2021/01/17 00:00:00+00,174655,9612,1086,22022,11368,98,85,342,580,719,1123,1372,82730,91901,24,4214,10326,31268,31517,27857,26474,20278,39,0,0,0,324,1748,2163,1380,9925,7216,5544
-7.692596,53.288234,2021/01/20 00:00:00+00,2488,179324,61,2768,2021/01/18 00:00:00+00,176643,9809,1106,22398,11415,100,86,348,589,734,1137,1402,83617,93000,26,4259,10423,31549,31863,28185,26788,20510,42,0,0,0,325,1790,2204,1417,10058,7333,5638
-7.692596,53.288234,2021/01/21 00:00:00+00,2608,181922,51,2818,2021/01/19 00:00:00+00,179116,9975,1118,22876,11461,100,86,359,593,745,1152,1422,84710,94380,26,4302,10514,31858,32255,28633,27249,20816,43,0,0,0,326,1813,2248,1455,10214,7468,5770
-7.692596,53.288234,2021/01/22 00:00:00+00,2371,184279,52,2870,2021/01/20 00:00:00+00,181714,10126,1129,23333,11488,102,88,361,605,755,1167,1444,85960,95728,26,4359,10619,32192,32720,29091,27721,21143,42,0,0,0,327,1840,2284,1478,10368,7603,5860
-7.692596,53.288234,2021/01/23 00:00:00+00,1910,186184,77,2947,2021/01/21 00:00:00+00,184079,10283,1143,23666,11518,105,89,368,610,766,1179,1463,87107,96942,30,4418,10744,32529,33153,29480,28070,21433,40,0,0,0,328,1868,2332,1501,10509,7738,5967
-7.692596,53.288234,2021/01/24 00:00:00+00,1378,187554,23,2970,2021/01/22 00:00:00+00,185982,10395,1153,23937,11539,105,90,370,617,773,1188,1476,87990,97960,32,4470,10834,32797,33509,29819,28366,21637,40,0,0,0,329,1884,2362,1528,10606,7844,6062
-7.692596,53.288234,2021/01/25 00:00:00+00,1372,188923,7,2978,2021/01/23 00:00:00+00,187351,10466,1161,24126,11561,105,90,370,624,776,1194,1484,88630,98689,32,4497,10913,33000,33766,30052,28576,21806,39,0,0,0,330,1897,2383,1541,10683,7909,6111
-7.692596,53.288234,2021/01/26 00:00:00+00,928,189851,90,3066,2021/01/24 00:00:00+00,188717,10554,1167,24378,11600,106,91,374,631,780,1201,1499,89246,99438,33,4547,10978,33177,34006,30284,28789,21962,41,0,0,0,331,1910,2404,1556,10754,7984,6198
-7.692596,53.288234,2021/01/27 00:00:00+00,1335,191182,54,3120,2021/01/25 00:00:00+00,189633,10674,1175,24568,11627,107,91,379,634,786,1209,1509,89662,99937,34,4570,11022,33296,34148,30417,28931,22063,44,0,0,0,332,1926,2446,1585,10812,8067,6269
-7.692596,53.288234,2021/01/28 00:00:00+00,1466,192645,47,3167,2021/01/26 00:00:00+00,190963,10780,1186,24794,11645,108,93,383,643,793,1217,1521,90280,100649,34,4617,11087,33480,34353,30641,29139,22205,43,0,0,0,333,1946,2473,1601,10907,8149,6347
-7.692596,53.288234,2021/01/29 00:00:00+00,1254,193892,48,3214,2021/01/27 00:00:00+00,192422,10892,1192,24985,11667,110,94,386,655,801,1229,1530,90971,101414,37,4654,11176,33698,34566,30891,29362,22356,41,0,0,0,334,1968,2496,1621,10999,8244,6438
-7.692596,53.288234,2021/01/30 00:00:00+00,1414,195303,79,3292,2021/01/28 00:00:00+00,193665,10992,1196,25173,11723,110,95,388,658,804,1242,1540,91562,102065,38,4686,11239,33877,34778,31074,29559,22511,42,0,0,0,335,1990,2522,1641,11079,8321,6503
-7.692596,53.288234,2021/01/31 00:00:00+00,1247,196547,15,3307,2021/01/29 00:00:00+00,195027,11081,1206,25374,11727,114,97,392,666,813,1249,1555,92205,102784,38,4735,11328,34064,35025,31313,29775,22653,38,0,0,0,336,2003,2541,1649,11162,8384,6550
-7.692596,53.288234,2021/02/01 00:00:00+00,1062,197553,10,3317,2021/01/30 00:00:00+00,196272,11167,1212,25568,11739,114,97,393,673,821,1257,1566,92786,103447,39,4776,11394,34269,35223,31547,29946,22784,39,0,0,0,337,2017,2561,1666,11231,8449,6615
-7.692596,53.288234,2021/02/02 00:00:00+00,879,198424,101,3418,2021/01/31 00:00:00+00,197330,11223,1218,25730,11802,114,97,393,677,824,1265,1576,93296,103994,40,4800,11446,34423,35406,31738,30106,22900,41,0,0,0,338,2029,2569,1677,11298,8500,6675
-7.692596,53.288234,2021/02/03 00:00:00+00,1013,199430,94,3512,2021/02/01 00:00:00+00,198203,11314,1223,25881,11822,114,97,398,685,832,1271,1588,93712,104450,41,4823,11498,34555,35530,31895,30238,22992,41,0,0,0,339,2043,2592,1692,11341,8552,6741
-7.692596,53.288234,2021/02/04 00:00:00+00,1318,200744,75,3586,2021/02/02 00:00:00+00,199210,11407,1232,26024,11847,114,97,403,695,838,1285,1598,94177,104991,42,4858,11567,34695,35685,32059,30398,23099,41,0,0,0,340,2054,2612,1709,11402,8607,6802
-7.692596,53.288234,2021/02/05 00:00:00+00,1047,201763,35,3621,2021/02/03 00:00:00+00,200523,11517,1236,26163,11872,115,98,405,706,843,1297,1614,94804,105676,43,4892,11656,34916,35893,32269,30591,23256,40,0,0,0,341,2075,2635,1726,11487,8667,6857
-7.692596,53.288234,2021/02/06 00:00:00+00,827,202548,55,3674,2021/02/04 00:00:00+00,201565,11619,1241,26289,11900,116,98,410,710,853,1307,1631,95310,106212,43,4926,11740,35079,36066,32418,30755,23377,38,0,0,0,342,2087,2656,1748,11536,8726,6903
-7.692596,53.288234,2021/02/07 00:00:00+00,1024,203568,12,3686,2021/02/05 00:00:00+00,202392,11683,1248,26367,11922,117,99,413,711,856,1314,1638,95721,106628,43,4962,11814,35193,36186,32597,30884,23444,38,0,0,0,343,2102,2671,1759,11576,8765,6932
-7.692596,53.288234,2021/02/08 00:00:00+00,829,204397,6,3687,2021/02/06 00:00:00+00,203415,11743,1256,26452,11922,118,99,415,714,864,1321,1646,96210,107162,43,4991,11914,35402,36354,32755,31030,23543,35,0,0,0,344,2110,2686,1767,11629,8801,6957
-7.692596,53.288234,2021/02/09 00:00:00+00,556,204940,68,3752,2021/02/07 00:00:00+00,204241,11803,1262,26538,11930,119,99,419,720,864,1327,1653,96608,107589,44,5049,12000,35542,36480,32872,31150,23608,35,0,0,0,345,2117,2702,1780,11668,8843,6990
-7.692596,53.288234,2021/02/10 00:00:00+00,1006,205939,54,3794,2021/02/08 00:00:00+00,204794,11878,1270,26608,11955,119,102,422,723,875,1333,1662,96893,107856,45,5071,12050,35631,36556,32969,31241,23656,39,0,0,0,346,2130,2722,1787,11699,8877,7005
-7.692596,53.288234,2021/02/11 00:00:00+00,867,206801,52,3846,2021/02/09 00:00:00+00,205798,11961,1284,26682,11990,122,106,425,726,881,1346,1675,97372,108381,45,5131,12157,35788,36731,33121,31372,23770,35,0,0,0,347,2141,2741,1795,11751,8915,7023
-7.692596,53.288234,2021/02/12 00:00:00+00,921,207720,23,3865,2021/02/10 00:00:00+00,206659,12017,1292,26743,12034,124,107,429,730,887,1353,1683,97770,108842,47,5170,12242,35934,36880,33265,31487,23855,35,0,0,0,348,2147,2755,1799,11788,8956,7042
-7.692596,53.288234,2021/02/13 00:00:00+00,1078,208796,66,3931,2021/02/11 00:00:00+00,207581,12094,1298,26813,12071,125,108,436,737,896,1358,1694,98226,109308,47,5214,12331,36091,37054,33409,31597,23950,34,0,0,0,349,2156,2771,1810,11832,8992,7071
-7.692596,53.288234,2021/02/14 00:00:00+00,788,209582,17,3948,2021/02/12 00:00:00+00,208656,12157,1303,26908,12112,127,108,440,746,899,1364,1701,98748,109857,51,5262,12447,36344,37230,33568,31725,24046,32,0,0,0,350,2167,2785,1817,11887,9022,7085
-7.692596,53.288234,2021/02/15 00:00:00+00,821,210402,0,3948,2021/02/13 00:00:00+00,209441,12193,1306,26951,12115,127,109,442,747,903,1367,1706,99161,110229,51,5317,12543,36507,37359,33680,31829,24103,31,0,0,0,351,2175,2790,1824,11919,9040,7104
-7.692596,53.288234,2021/02/16 00:00:00+00,744,211113,33,3980,2021/02/14 00:00:00+00,210259,12235,1312,26997,12115,129,109,444,750,906,1374,1710,99589,110618,52,5364,12633,36692,37484,33802,31933,24172,31,0,0,0,352,2180,2798,1832,11954,9062,7123
-7.692596,53.288234,2021/02/17 00:00:00+00,650,211751,57,4036,2021/02/15 00:00:00+00,211000,12307,1316,27043,12177,131,109,447,755,908,1385,1720,99964,110983,53,5403,12721,36863,37601,33894,32014,24233,30,0,0,0,353,2190,2820,1839,11988,9108,7135
-7.692596,53.288234,2021/02/18 00:00:00+00,901,212647,47,4082,2021/02/16 00:00:00+00,211646,12369,1322,27086,12217,131,109,449,763,913,1394,1726,100290,111303,53,5430,12767,37004,37691,34004,32113,24289,37,0,0,0,354,2199,2832,1850,12016,9139,7153
-7.692596,53.288234,2021/02/19 00:00:00+00,763,213400,28,4109,2021/02/17 00:00:00+00,212545,12444,1329,27146,12237,131,109,452,769,920,1400,1740,100765,111725,55,5468,12839,37168,37852,34159,32226,24375,36,0,0,0,355,2218,2844,1858,12062,9178,7178
-7.692596,53.288234,2021/02/20 00:00:00+00,988,214378,26,4135,2021/02/18 00:00:00+00,213306,12495,1333,27197,12267,133,110,458,773,924,1401,1747,101139,112111,56,5511,12909,37352,37981,34278,32306,24435,30,0,0,0,356,2228,2855,1863,12098,9197,7199
-7.692596,53.288234,2021/02/21 00:00:00+00,679,215057,1,4136,2021/02/19 00:00:00+00,214289,12556,1338,27253,12267,134,111,463,775,935,1406,1756,101624,112608,57,5578,13006,37571,38120,34440,32413,24520,32,0,0,0,357,2240,2863,1870,12141,9234,7226
-7.692596,53.288234,2021/02/22 00:00:00+00,686,215743,1,4137,2021/02/20 00:00:00+00,214966,12589,1338,27301,12296,135,111,466,777,939,1409,1763,101959,112950,57,5621,13082,37720,38228,34545,32480,24587,32,0,0,0,358,2244,2867,1875,12176,9250,7237
-7.692596,53.288234,2021/02/23 00:00:00+00,575,216300,45,4181,2021/02/21 00:00:00+00,215649,12625,1343,27360,12317,138,113,468,781,944,1417,1767,102286,113306,57,5666,13157,37843,38335,34642,32588,24662,34,0,0,0,359,2247,2870,1877,12204,9265,7247
-7.692596,53.288234,2021/02/24 00:00:00+00,574,216870,56,4237,2021/02/22 00:00:00+00,216224,12675,1345,27401,12392,138,113,469,786,949,1422,1770,102562,113605,57,5701,13228,37961,38414,34729,32650,24714,32,0,0,0,360,2255,2884,1886,12227,9296,7264
-7.692596,53.288234,2021/02/25 00:00:00+00,613,217478,35,4271,2021/02/23 00:00:00+00,216798,12710,1348,27446,12462,139,113,475,788,953,1429,1773,102848,113893,57,5732,13276,38083,38502,34827,32727,24763,34,0,0,0,361,2259,2888,1890,12250,9317,7281
-7.692596,53.288234,2021/02/26 00:00:00+00,776,218251,29,4300,2021/02/24 00:00:00+00,217406,12740,1351,27489,12524,139,113,477,790,954,1435,1779,103154,114195,57,5760,13321,38215,38603,34923,32808,24819,34,0,0,0,362,2263,2893,1893,12282,9336,7298
-7.692596,53.288234,2021/02/27 00:00:00+00,738,218980,13,4316,2021/02/25 00:00:00+00,218179,12783,1356,27528,12580,139,113,481,792,960,1444,1779,103550,114572,57,5803,13398,38363,38729,35045,32939,24861,34,0,0,0,363,2271,2903,1897,12312,9367,7321
-7.692596,53.288234,2021/02/28 00:00:00+00,612,219952,6,4319,2021/02/26 00:00:00+00,218911,12814,1359,27564,12643,140,114,482,794,964,1445,1784,103901,114951,59,5871,13481,38492,38862,35154,33021,24928,31,0,0,0,364,2279,2906,1902,12341,9387,7333
-7.692596,53.288234,2021/03/01 00:00:00+00,687,220273,1,4319,2021/02/27 00:00:00+00,219513,12843,1365,27600,12661,142,115,482,796,966,1452,1788,104195,115258,60,5906,13546,38615,38972,35257,33101,24978,32,0,0,0,365,2280,2912,1906,12356,9401,7340
-7.692596,53.288234,2021/03/02 00:00:00+00,369,220630,14,4333,2021/02/28 00:00:00+00,220198,12865,1368,27632,12670,143,116,483,798,966,1454,1790,104546,115591,61,5956,13638,38759,39089,35339,33187,25036,30,0,0,0,366,2285,2917,1909,12386,9416,7351
-7.692596,53.288234,2021/03/03 00:00:00+00,566,221189,25,4357,2021/03/01 00:00:00+00,220556,12890,1369,27656,12762,143,116,485,799,966,1459,1791,104709,115786,61,5980,13675,38828,39138,35396,33236,25071,34,0,0,0,367,2291,2924,1912,12404,9428,7359
-7.692596,53.288234,2021/03/04 00:00:00+00,462,221649,39,4396,2021/03/02 00:00:00+00,221113,12921,1373,27694,12861,143,116,486,806,970,1462,1799,104987,116064,62,6014,13734,38924,39236,35486,33316,25130,34,0,0,0,368,2294,2928,1913,12428,9440,7364
-7.692596,53.288234,2021/03/05 00:00:00+00,522,222169,9,4405,2021/03/03 00:00:00+00,221564,12956,1376,27721,12936,143,116,489,810,974,1466,1803,105205,116296,63,6043,13778,39026,39308,35550,33369,25178,31,0,0,0,369,2299,2936,1916,12447,9456,7368
-7.692596,53.288234,2021/03/06 00:00:00+00,539,222699,14,4419,2021/03/04 00:00:00+00,222082,12985,1378,27746,13008,144,116,490,814,977,1471,1807,105480,116539,63,6076,13842,39098,39407,35631,33438,25239,33,0,0,0,370,2302,2940,1920,12469,9467,7374
-7.692596,53.288234,2021/03/07 00:00:00+00,525,223219,3,4422,2021/03/05 00:00:00+00,222617,13017,1381,27765,13067,147,116,491,816,982,1475,1812,105775,116777,65,6103,13891,39198,39507,35722,33494,25295,33,0,0,0,371,2305,2947,1922,12504,9480,7382
-7.692596,53.288234,2021/03/08 00:00:00+00,437,223651,0,4422,2021/03/06 00:00:00+00,223142,13043,1382,27782,13087,148,116,493,818,987,1477,1813,106045,117032,65,6141,13960,39302,39605,35803,33545,25332,31,0,0,0,372,2308,2953,1926,12529,9497,7387
-7.692596,53.288234,2021/03/09 00:00:00+00,311,223957,30,4452,2021/03/07 00:00:00+00,223576,13065,1385,27797,13103,149,116,495,818,989,1479,1817,106260,117250,66,6171,14013,39382,39666,35887,33595,25361,33,0,0,0,373,2309,2962,1927,12555,9515,7390
-7.692596,53.288234,2021/03/10 00:00:00+00,631,224588,47,4499,2021/03/08 00:00:00+00,223887,13093,1386,27824,13211,151,116,495,819,991,1483,1823,106419,117401,67,6198,14042,39441,39711,35927,33645,25386,34,0,0,0,374,2313,2967,1931,12573,9528,7395
-7.692596,53.288234,2021/03/11 00:00:00+00,592,225179,10,4509,2021/03/09 00:00:00+00,224518,13123,1391,27865,13291,152,116,500,821,992,1483,1828,106736,117715,67,6245,14110,39588,39827,36019,33732,25423,29,0,0,0,375,2319,2974,1934,12594,9540,7399
-7.692596,53.288234,2021/03/12 00:00:00+00,646,225820,10,4518,2021/03/10 00:00:00+00,225109,13142,1394,27895,13326,154,117,501,821,993,1487,1831,107037,118004,68,6280,14179,39702,39931,36124,33804,25468,32,0,0,0,376,2323,2976,1935,12620,9555,7405
-7.692596,53.288234,2021/03/13 00:00:00+00,543,226358,16,4534,2021/03/11 00:00:00+00,225753,13178,1399,27921,13326,154,117,502,822,1000,1494,1834,107348,118335,70,6314,14269,39843,40034,36231,33875,25519,30,0,0,0,377,2328,2983,1940,12647,9569,7411
-7.692596,53.288234,2021/03/14 00:00:00+00,384,226741,0,4534,2021/03/12 00:00:00+00,226294,13209,1403,27947,13326,154,117,506,829,1003,1497,1837,107617,118607,70,6339,14354,39964,40118,36311,33926,25563,29,0,0,0,378,2332,2987,1943,12672,9588,7418
-7.692596,53.288234,2021/03/15 00:00:00+00,575,227316,0,4534,2021/03/13 00:00:00+00,226677,13225,1404,27967,0,154,119,510,830,1004,1498,1839,107813,118794,70,6361,14400,40039,40184,36384,33972,25596,31,0,0,0,379,2334,2990,1943,12686,9595,7419
-7.692596,53.288234,2021/03/16 00:00:00+00,349,227663,18,4552,2021/03/14 00:00:00+00,227250,13252,1409,27981,0,154,119,511,833,1006,1503,1843,108104,119076,70,6411,14496,40128,40273,36478,34039,25639,30,0,0,0,380,2337,2997,1945,12711,9608,7426
-7.692596,53.288234,2021/03/17 00:00:00+00,557,228215,17,4566,2021/03/15 00:00:00+00,227595,13299,1411,27993,0,154,119,513,834,1014,1506,1847,108274,119251,70,6431,14546,40181,40330,36539,34071,25663,33,0,0,0,381,2349,3009,1950,12735,9624,7434
-7.692596,53.288234,2021/03/18 00:00:00+00,582,228796,0,4566,2021/03/16 00:00:00+00,228152,13331,1414,28018,0,156,119,515,837,1016,1507,1849,108536,119546,70,6494,14634,40265,40421,36623,34134,25699,29,0,0,0,382,2362,3015,1951,12768,9635,7438
-7.692596,53.288234,2021/03/19 00:00:00+00,507,229306,10,4576,2021/03/17 00:00:00+00,228726,13355,1418,28042,0,157,120,518,840,1020,1509,1850,108824,119832,70,6544,14719,40347,40520,36734,34206,25742,32,0,0,0,383,2368,3017,1952,12789,9643,7441
-7.692596,53.288234,2021/03/20 00:00:00+00,525,229831,9,4585,2021/03/18 00:00:00+00,229229,13391,1426,28052,0,158,120,520,841,1025,1513,1857,109071,120088,70,6582,14798,40413,40605,36820,34268,25778,33,0,0,0,384,2376,3021,1956,12816,9656,7452
-7.692596,53.288234,2021/03/21 00:00:00+00,769,230599,2,4587,2021/03/19 00:00:00+00,229751,13433,1429,28068,0,158,120,521,844,1026,1516,1865,109328,120352,71,6630,14870,40476,40685,36912,34331,25825,34,0,0,0,385,2382,3035,1962,12842,9679,7460
-7.692596,53.288234,2021/03/22 00:00:00+00,520,231119,1,4588,2021/03/20 00:00:00+00,230515,13472,1431,28097,0,158,122,523,847,1028,1520,1870,109709,120733,73,6703,14978,40578,40832,37051,34404,25879,32,0,0,0,386,2389,3045,1966,12877,9704,7468
-7.692596,53.288234,2021/03/23 00:00:00+00,371,231484,24,4610,2021/03/21 00:00:00+00,231034,13489,1434,28116,0,158,123,524,848,1032,1520,1872,109966,120995,73,6772,15076,40646,40912,37145,34455,25902,28,0,0,0,387,2392,3048,1968,12891,9721,7473
-7.692596,53.288234,2021/03/24 00:00:00+00,683,232164,18,4628,2021/03/22 00:00:00+00,231404,13511,1435,28123,0,159,126,526,851,1034,1521,1874,110148,121183,73,6808,15158,40686,40970,37209,34496,25928,30,0,0,0,388,2394,3053,1969,12902,9731,7475
-7.692596,53.288234,2021/03/25 00:00:00+00,606,232758,3,4631,2021/03/23 00:00:00+00,232083,13539,1436,28152,0,160,127,526,855,1038,1522,1881,110470,121540,73,6864,15270,40781,41087,37340,34564,25981,32,0,0,0,389,2397,3057,1972,12925,9747,7483
-7.692596,53.288234,2021/03/26 00:00:00+00,584,233327,20,4651,2021/03/24 00:00:00+00,232687,13566,1439,28173,0,161,127,527,856,1040,1525,1883,110767,121846,74,6906,15369,40864,41198,37457,34622,26030,33,0,0,0,390,2406,3061,1976,12952,9759,7489
-7.692596,53.288234,2021/03/27 00:00:00+00,624,233937,2,4653,2021/03/25 00:00:00+00,233270,13602,1444,28194,0,164,128,529,857,1045,1527,1888,111064,122132,74,6958,15440,40958,41277,37582,34690,26070,34,0,0,0,391,2413,3070,1977,12984,9776,7494
-7.692596,53.288234,2021/03/28 00:00:00+00,604,234541,13,4666,2021/03/26 00:00:00+00,233893,13627,1445,28218,0,164,128,529,858,1050,1530,1892,111374,122445,74,7015,15530,41053,41382,37702,34773,26113,32,0,0,0,392,2419,3074,1979,13001,9786,7497
-7.692596,53.288234,2021/03/29 00:00:00+00,539,235078,1,4667,2021/03/27 00:00:00+00,234494,13644,1446,28229,0,165,128,530,862,1053,1533,1892,111676,122744,74,7080,15637,41159,41467,37802,34842,26149,27,0,0,0,393,2422,3075,1980,13023,9794,7500
-7.692596,53.288234,2021/03/30 00:00:00+00,368,235444,14,4681,2021/03/28 00:00:00+00,235033,13654,1447,28246,0,165,128,531,862,1053,1534,1894,111964,122993,76,7130,15736,41231,41540,37903,34902,26200,32,0,0,0,394,2425,3076,1982,13043,9805,7502
