X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,HospitalisedAged65to74,HospitalisedAged75to84,HospitalisedAged85up,Aged65to74,Aged75to84,Aged85up
-856335.869598373,7036492.39571864,2021/06/10 00:00:00+00,398,265739,0,4941,2021/06/08 00:00:00+00,265068,14714,1580,29154,0,197,157,596,987,1203,1702,2060,127182,137844,42,8991,20959,47142,46310,43210,38651,28218,25,0,0,0,466,2579,3190,2039,13852,10088,7605
-856335.869598373,7036492.39571864,2021/06/11 00:00:00+00,319,266058,0,4941,2021/06/09 00:00:00+00,265435,14726,1581,29166,0,197,157,596,988,1206,1706,2062,127350,138043,42,9017,21014,47244,46373,43282,38680,28229,25,0,0,0,467,2581,3190,2039,13859,10089,7606
-856335.869598373,7036492.39571864,2021/06/12 00:00:00+00,431,266489,0,4941,2021/06/10 00:00:00+00,265714,14736,1581,29178,0,197,157,597,993,1208,1706,2063,127495,138177,42,9031,21055,47324,46436,43323,38702,28243,25,0,0,0,468,2582,3190,2039,13861,10090,7606
-856335.869598373,7036492.39571864,2021/06/13 00:00:00+00,315,266804,0,4941,2021/06/11 00:00:00+00,266082,14743,1582,29180,0,197,157,597,995,1209,1707,2064,127691,138349,42,9054,21113,47431,46505,43373,38739,28257,24,0,0,0,469,2582,3192,2039,13867,10094,7606
-856335.869598373,7036492.39571864,2021/06/14 00:00:00+00,242,267006,0,4941,2021/06/12 00:00:00+00,266388,14751,1582,29188,0,197,157,597,996,1209,1709,2067,127840,138506,42,9072,21145,47526,46568,43421,38766,28272,25,0,0,0,470,2582,3193,2040,13872,10095,7608
-856335.869598373,7036492.39571864,2021/06/15 00:00:00+00,283,267289,0,4941,2021/06/13 00:00:00+00,266630,14754,1583,29192,0,197,157,597,996,1209,1711,2068,127966,138622,42,9086,21178,47611,46605,43462,38788,28280,22,0,0,0,471,2582,3193,2040,13874,10095,7608
-856335.869598373,7036492.39571864,2021/06/16 00:00:00+00,329,267576,0,4941,2021/06/14 00:00:00+00,266889,14761,1585,29201,0,198,157,597,996,1211,1713,2068,128102,138745,42,9109,21222,47671,46651,43508,38815,28285,25,0,0,0,472,2583,3194,2040,13880,10097,7608
-856335.869598373,7036492.39571864,2021/06/17 00:00:00+00,373,267949,38,4979,2021/06/15 00:00:00+00,267205,14766,1585,29211,0,198,158,598,997,1211,1714,2069,128264,138899,42,9121,21268,47759,46718,43566,38845,28298,26,0,0,0,473,2583,3194,2040,13881,10098,7608
-856335.869598373,7036492.39571864,2021/06/18 00:00:00+00,313,268251,,4979,2021/06/16 00:00:00+00,267555,14775,1586,29216,0,198,158,598,998,1213,1714,2071,128440,139073,42,9136,21329,47852,46774,43631,38875,28319,26,0,0,0,474,2584,3195,2042,13885,10100,7611
-856335.869598373,7036492.39571864,2021/06/19 00:00:00+00,393,268644,,4979,2021/06/17 00:00:00+00,267878,14780,1586,29222,0,198,158,599,999,1214,1715,2071,128610,139226,42,9151,21365,47956,46836,43690,38905,28330,25,0,0,0,475,2584,3195,2043,13888,10101,7613
-856335.869598373,7036492.39571864,2021/06/20 00:00:00+00,288,269037,,4979,2021/06/18 00:00:00+00,268205,14789,1587,29227,0,199,158,600,1001,1215,1716,2073,128775,139388,42,9168,21413,48055,46899,43742,38927,28345,24,0,0,0,476,2584,3195,2044,13897,10102,7614
-856335.869598373,7036492.39571864,2021/06/21 00:00:00+00,284,269321,,4979,2021/06/19 00:00:00+00,268458,14793,1587,29232,0,200,158,601,1002,1215,1717,2073,128909,139507,42,9186,21451,48126,46943,43788,38950,28356,24,0,0,0,477,2584,3195,2044,13898,10103,7614
-856335.869598373,7036492.39571864,2021/06/22 00:00:00+00,294,269495,,4979,2021/06/20 00:00:00+00,268663,14801,1587,29237,0,200,158,601,1003,1219,1718,2074,129008,139613,42,9197,21482,48174,46986,43825,38971,28364,28,0,0,0,478,2584,3195,2045,13903,10103,7615
-856335.869598373,7036492.39571864,2021/06/23 00:00:00+00,348,269793,10,4989,2021/06/21 00:00:00+00,268956,14804,1588,29246,0,200,158,601,1004,1219,1718,2074,129155,139759,42,9220,21528,48235,47032,43881,39003,28379,27,0,0,0,479,2586,3195,2045,13912,10106,7617
-856335.869598373,7036492.39571864,2021/06/24 00:00:00+00,304,270097,,4989,2021/06/22 00:00:00+00,269294,14811,1589,29252,0,200,158,603,1004,1221,1720,2074,129327,139925,42,9237,21579,48327,47095,43940,39032,28395,26,0,0,0,480,2586,3196,2045,13922,10107,7617
-856335.869598373,7036492.39571864,2021/06/25 00:00:00+00,380,270477,,4989,2021/06/23 00:00:00+00,269578,14818,1589,29259,0,200,158,604,1004,1221,1724,2075,129483,140053,42,9253,21614,48425,47144,43983,39060,28405,23,0,0,0,481,2586,3197,2045,13925,10109,7617
-856335.869598373,7036492.39571864,2021/06/26 00:00:00+00,443,270920,,4989,2021/06/24 00:00:00+00,269922,14828,1592,29266,0,200,159,605,1005,1224,1726,2075,129652,140228,42,9267,21665,48537,47205,44035,39086,28421,24,0,0,0,482,2588,3197,2045,13936,10109,7618
-856335.869598373,7036492.39571864,2021/06/27 00:00:00+00,340,271260,,4989,2021/06/25 00:00:00+00,270325,14834,1592,29278,0,201,160,606,1007,1224,1726,2076,129845,140438,42,9284,21742,48631,47304,44083,39129,28436,26,0,0,0,483,2588,3197,2045,13944,10111,7618
-856335.869598373,7036492.39571864,2021/06/28 00:00:00+00,305,271589,,4989,2021/06/26 00:00:00+00,270680,14842,1592,29290,0,202,160,607,1008,1225,1727,2077,130028,140610,42,9302,21804,48723,47353,44149,39169,28456,25,0,0,0,484,2589,3198,2045,13951,10112,7618
-856335.869598373,7036492.39571864,2021/06/29 00:00:00+00,351,271931,,4989,2021/06/27 00:00:00+00,270963,14846,1593,29298,0,203,160,607,1008,1225,1727,2078,130172,140749,42,9310,21855,48801,47400,44194,39196,28478,25,0,0,0,485,2591,3198,2045,13956,10112,7618
-856335.869598373,7036492.39571864,2021/06/30 00:00:00+00,452,272336,9,4998,2021/06/28 00:00:00+00,271314,14857,1595,29314,0,203,160,608,1008,1229,1728,2080,130340,140932,42,9330,21917,48889,47451,44250,39241,28498,25,0,0,0,486,2592,3200,2045,13962,10114,7619
-856335.869598373,7036492.39571864,2021/07/01 00:00:00+00,448,272784,2,5000,2021/06/29 00:00:00+00,271727,14861,1596,29325,0,203,160,609,1008,1231,1729,2080,130560,141124,43,9354,21991,49004,47523,44321,39272,28516,24,0,0,0,487,2592,3200,2045,13965,10117,7621
-856335.869598373,7036492.39571864,2021/07/02 00:00:00+00,512,273296,,5000,2021/06/30 00:00:00+00,272157,14869,1596,29332,0,203,160,610,1009,1234,1729,2081,130781,141333,43,9369,22051,49135,47609,44396,39304,28533,25,0,0,0,488,2593,3200,2046,13975,10119,7623
-856335.869598373,7036492.39571864,2021/07/03 00:00:00+00,448,273744,,5000,2021/07/01 00:00:00+00,272667,14875,1597,29341,0,204,160,613,1009,1235,1729,2081,131031,141593,43,9397,22120,49306,47705,44469,39338,28558,24,0,0,0,489,2594,3200,2046,13988,10119,7623
-856335.869598373,7036492.39571864,2021/07/04 00:00:00+00,562,274306,,5000,2021/07/02 00:00:00+00,273181,14891,1599,29352,0,204,160,617,1010,1236,1733,2085,131299,141839,43,9422,22195,49487,47790,44552,39373,28578,23,0,0,0,490,2595,3201,2046,13992,10124,7624
-856335.869598373,7036492.39571864,2021/07/05 00:00:00+00,365,274641,,5000,2021/07/03 00:00:00+00,273648,14905,1599,29360,0,204,161,620,1011,1240,1735,2085,131535,142070,43,9453,22276,49628,47887,44606,39408,28594,23,0,0,0,491,2597,3202,2046,14003,10125,7624
-856335.869598373,7036492.39571864,2021/07/06 00:00:00+00,397,275038,,5000,2021/07/04 00:00:00+00,274018,14911,1599,29370,0,205,161,620,1011,1243,1736,2086,131726,142249,43,9466,22345,49753,47947,44668,39430,28607,23,0,0,0,492,2597,3202,2046,14006,10127,7625
-856335.869598373,7036492.39571864,2021/07/07 00:00:00+00,581,275571,6,5006,2021/07/05 00:00:00+00,274392,14920,1600,29383,0,205,161,622,1013,1244,1738,2087,131908,142441,43,9481,22398,49878,48005,44723,39468,28626,23,0,0,0,493,2597,3202,2046,14012,10130,7626
-856335.869598373,7036492.39571864,2021/07/08 00:00:00+00,534,276104,,5006,2021/07/06 00:00:00+00,274971,14931,1603,29403,0,205,161,622,1015,1247,1739,2089,132187,142741,43,9513,22486,50063,48117,44796,39516,28650,23,0,0,0,494,2598,3202,2048,14024,10133,7628
-856335.869598373,7036492.39571864,2021/07/09 00:00:00+00,631,276735,,5006,2021/07/07 00:00:00+00,275471,14941,1603,29421,0,206,161,623,1017,1248,1742,2089,132417,143011,43,9536,22546,50228,48231,44863,39552,28667,25,0,0,0,495,2598,3203,2049,14035,10139,7629
-856335.869598373,7036492.39571864,2021/07/10 00:00:00+00,581,277316,,5006,2021/07/08 00:00:00+00,276073,14959,1607,29435,0,207,161,628,1021,1250,1745,2091,132737,143293,43,9564,22629,50460,48362,44918,39590,28690,23,0,0,0,496,2599,3203,2049,14043,10140,7632
-856335.869598373,7036492.39571864,2021/07/11 00:00:00+00,576,277892,,5006,2021/07/09 00:00:00+00,276662,14969,1608,29448,0,208,161,630,1023,1251,1746,2091,133043,143576,43,9585,22686,50691,48508,44989,39618,28710,24,0,0,0,497,2600,3204,2050,14053,10143,7634
-856335.869598373,7036492.39571864,2021/07/12 00:00:00+00,600,278464,,5006,2021/07/10 00:00:00+00,277144,14975,1609,29461,0,208,161,631,1025,1252,1747,2092,133287,143814,43,9608,22730,50880,48611,45055,39646,28733,24,0,0,0,498,2600,3204,2050,14058,10143,7635
-856335.869598373,7036492.39571864,2021/07/13 00:00:00+00,589,279053,,5006,2021/07/11 00:00:00+00,277684,14982,1609,29471,0,208,161,634,1027,1253,1748,2092,133553,144088,43,9629,22784,51134,48701,45104,39678,28754,22,0,0,0,499,2600,3204,2050,14074,10146,7635
-856335.869598373,7036492.39571864,2021/07/14 00:00:00+00,783,279790,12,5018,2021/07/12 00:00:00+00,278132,14995,1612,29485,0,208,162,636,1029,1253,1752,2092,133775,144314,43,9651,22836,51332,48769,45161,39702,28765,22,0,0,0,500,2603,3205,2050,14086,10149,7635
-856335.869598373,7036492.39571864,2021/07/15 00:00:00+00,994,280784,,5018,2021/07/13 00:00:00+00,278939,15009,1613,29511,0,209,162,638,1030,1257,1755,2092,134173,144723,43,9686,22889,51681,48924,45277,39751,28786,23,0,0,0,501,2604,3206,2051,14107,10155,7637
-856335.869598373,7036492.39571864,2021/07/16 00:00:00+00,1173,281954,,5018,2021/07/14 00:00:00+00,279864,15028,1613,29535,0,209,162,643,1034,1259,1757,2093,134660,145161,43,9731,22946,52061,49152,45388,39793,28819,24,0,0,0,502,2608,3207,2051,14130,10161,7637
-856335.869598373,7036492.39571864,2021/07/17 00:00:00+00,1377,283331,,5018,2021/07/15 00:00:00+00,281014,15045,1615,29569,0,211,162,646,1036,1259,1758,2097,135286,145685,43,9782,23037,52549,49404,45508,39861,28877,23,0,0,0,503,2611,3207,2053,14146,10164,7640
-856335.869598373,7036492.39571864,2021/07/18 00:00:00+00,1179,284510,,5018,2021/07/16 00:00:00+00,282300,15078,1617,29596,0,214,163,651,1043,1263,1759,2099,135976,146281,43,9829,23122,53100,49687,45648,39932,28941,24,0,0,0,504,2615,3210,2056,14174,10175,7646
-856335.869598373,7036492.39571864,2021/07/19 00:00:00+00,1071,285581,,5018,2021/07/17 00:00:00+00,283452,15085,1617,29619,0,215,163,652,1043,1264,1760,2099,136588,146821,43,9873,23217,53585,49930,45784,40005,28989,23,0,0,0,505,2615,3211,2058,14188,10186,7648
-856335.869598373,7036492.39571864,2021/07/20 00:00:00+00,1110,286691,,5018,2021/07/18 00:00:00+00,284494,15097,1617,29657,0,217,163,653,1050,1265,1760,2099,137154,147297,43,9908,23304,54066,50117,45893,40068,29043,22,0,0,0,506,2616,3211,2058,14207,10191,7650
-856335.869598373,7036492.39571864,2021/07/21 00:00:00+00,1378,287951,8,5026,2021/07/19 00:00:00+00,285536,15113,1618,29687,0,217,163,656,1056,1266,1761,2101,137688,147805,43,9952,23403,54493,50315,46008,40143,29097,23,0,0,0,507,2618,3211,2059,14231,10195,7652
-856335.869598373,7036492.39571864,2021/07/22 00:00:00+00,1189,289139,,5026,2021/07/20 00:00:00+00,286322,15132,1622,29713,0,217,163,661,1058,1270,1763,2104,138105,148174,43,9992,23490,54824,50462,46087,40196,29129,22,0,0,0,508,2619,3213,2059,14242,10200,7653
-856335.869598373,7036492.39571864,2021/07/23 00:00:00+00,1386,290525,,5026,2021/07/21 00:00:00+00,287821,15157,1624,29746,0,217,163,662,1065,1275,1766,2106,138909,148869,43,10063,23608,55460,50752,46262,40281,29210,23,0,0,0,509,2623,3215,2060,14268,10213,7657
-856335.869598373,7036492.39571864,2021/07/24 00:00:00+00,1345,291870,,5026,2021/07/22 00:00:00+00,289402,15174,1628,29783,0,218,164,665,1070,1275,1766,2107,139750,149608,44,10135,23749,56144,51082,46417,40375,29278,23,0,0,0,510,2627,3217,2060,14298,10219,7658
-856335.869598373,7036492.39571864,2021/07/25 00:00:00+00,1126,292996,,5026,2021/07/23 00:00:00+00,290774,15191,1629,29824,0,220,164,666,1073,1277,1769,2108,140473,150257,44,10180,23862,56742,51392,46539,40472,29323,23,0,0,0,511,2628,3219,2062,14326,10230,7661
-856335.869598373,7036492.39571864,2021/07/26 00:00:00+00,1345,294272,,5026,2021/07/24 00:00:00+00,291840,15203,1630,29844,0,221,164,668,1074,1277,1771,2108,141035,150761,44,10223,23946,57195,51610,46648,40543,29364,23,0,0,0,512,2632,3221,2062,14355,10239,7669
-856335.869598373,7036492.39571864,2021/07/27 00:00:00+00,1120,295386,,5026,2021/07/25 00:00:00+00,293108,15215,1631,29878,0,221,164,669,1078,1278,1771,2108,141685,151379,44,10282,24073,57737,51876,46776,40618,29407,22,0,0,0,513,2633,3222,2066,14375,10243,7673
-856335.869598373,7036492.39571864,2021/07/28 00:00:00+00,1408,296687,9,5035,2021/07/26 00:00:00+00,294064,15230,1634,29914,0,222,164,672,1082,1278,1773,2111,142153,151867,44,10333,24185,58103,52077,46877,40672,29459,23,0,0,0,514,2634,3222,2067,14391,10245,7674
-856335.869598373,7036492.39571864,2021/07/29 00:00:00+00,1361,298048,,5035,2021/07/27 00:00:00+00,295487,15270,1641,29944,0,223,164,676,1090,1282,1776,2115,142911,152530,46,10398,24320,58613,52416,47039,40753,29539,25,0,0,0,515,2640,3225,2074,14425,10254,7682
-856335.869598373,7036492.39571864,2021/07/30 00:00:00+00,1501,299549,,5035,2021/07/28 00:00:00+00,296845,15295,1642,29985,0,223,164,679,1098,1285,1779,2116,143665,153134,46,10445,24428,59195,52738,47166,40837,29594,24,0,0,0,516,2642,3228,2076,14444,10263,7687
-856335.869598373,7036492.39571864,2021/07/31 00:00:00+00,1427,300976,,5035,2021/07/29 00:00:00+00,298337,15313,1644,30026,0,224,164,679,1101,1287,1781,2120,144439,153852,46,10503,24573,59747,53100,47330,40931,29659,24,0,0,0,517,2645,3231,2076,14474,10280,7692
-856335.869598373,7036492.39571864,2021/08/01 00:00:00+00,1098,302074,,5035,2021/07/30 00:00:00+00,299761,15337,1645,30068,0,225,164,681,1104,1293,1785,2122,145199,154516,46,10562,24714,60298,53425,47476,41019,29724,24,0,0,0,518,2646,3236,2076,14503,10298,7694
-856335.869598373,7036492.39571864,2021/08/02 00:00:00+00,1352,303426,,5035,2021/07/31 00:00:00+00,301044,15366,1647,30109,0,227,165,686,1108,1299,1788,2126,145836,155162,46,10634,24848,60765,53690,47643,41108,29783,24,0,0,0,519,2648,3238,2076,14525,10304,7696
-856335.869598373,7036492.39571864,2021/08/03 00:00:00+00,1015,304310,,5035,2021/08/01 00:00:00+00,302194,15388,1647,30150,0,233,165,693,1110,1302,1788,2126,146384,155763,47,10691,24974,61202,53910,47761,41205,29848,23,0,0,0,520,2649,3239,2078,14543,10313,7699
-856335.869598373,7036492.39571864,2021/08/04 00:00:00+00,1314,305527,9,5044,2021/08/02 00:00:00+00,303143,15399,1648,30180,0,233,165,699,1111,1304,1788,2128,146851,156245,47,10728,25086,61571,54076,47880,41268,29904,23,0,0,0,521,2649,3239,2078,14558,10321,7702
-856335.869598373,7036492.39571864,2021/08/05 00:00:00+00,1491,307019,,5044,2021/08/03 00:00:00+00,303594,15415,1648,30197,0,233,166,702,1113,1306,1789,2129,147086,156461,47,10753,25138,61724,54166,47934,41299,29926,24,0,0,0,522,2651,3242,2079,14568,10330,7707
-856335.869598373,7036492.39571864,2021/08/06 00:00:00+00,1782,308800,,5044,2021/08/04 00:00:00+00,304633,15458,1653,30235,0,235,166,709,1119,1308,1793,2131,147591,156995,47,10809,25223,62097,54395,48048,41376,29980,25,0,0,0,523,2657,3251,2084,14595,10345,7716
-856335.869598373,7036492.39571864,2021/08/07 00:00:00+00,1828,310628,,5044,2021/08/05 00:00:00+00,307572,15522,1661,30333,0,239,170,718,1130,1318,1797,2135,149198,158327,47,10951,25551,63106,55044,48397,41602,30110,24,0,0,0,524,2663,3257,2090,14657,10377,7728
-856335.869598373,7036492.39571864,2021/08/08 00:00:00+00,1837,312465,,5044,2021/08/06 00:00:00+00,309203,15560,1668,30396,0,240,171,724,1135,1324,1804,2136,150032,159124,47,11028,25723,63699,55390,48564,41724,30204,24,0,0,0,525,2666,3260,2095,14688,10393,7741
-856335.869598373,7036492.39571864,2021/08/09 00:00:00+00,1522,313876,,5044,2021/08/07 00:00:00+00,311063,15587,1676,30445,0,241,173,726,1143,1325,1808,2137,151025,159991,47,11092,25908,64406,55801,48740,41877,30282,24,0,0,0,526,2668,3265,2096,14728,10430,7750
-856335.869598373,7036492.39571864,2021/08/10 00:00:00+00,1508,315385,,5044,2021/08/08 00:00:00+00,312431,15598,1680,30483,0,241,173,727,1144,1328,1811,2137,151708,160676,47,11168,26094,64883,56048,48890,41983,30359,23,0,0,0,527,2671,3265,2096,14755,10448,7754
-856335.869598373,7036492.39571864,2021/08/11 00:00:00+00,1819,317204,15,5059,2021/08/09 00:00:00+00,313290,15613,1684,30516,0,241,173,730,1144,1329,1813,2140,152151,161092,47,11209,26205,65203,56190,48975,42059,30412,23,0,0,0,528,2674,3267,2097,14772,10460,7756
-856335.869598373,7036492.39571864,2021/08/12 00:00:00+00,1903,318937,,5059,2021/08/10 00:00:00+00,314508,15663,1692,30580,0,241,174,731,1151,1342,1819,2142,152775,161686,47,11250,26380,65585,56385,49145,42159,30488,25,0,0,0,529,2679,3276,2102,14808,10486,7772
-856335.869598373,7036492.39571864,2021/08/13 00:00:00+00,1978,320915,,5059,2021/08/11 00:00:00+00,316722,15718,1704,30662,0,245,175,739,1156,1349,1824,2152,153936,162739,47,11334,26630,66352,56805,49406,42359,30608,25,0,0,0,530,2683,3282,2107,14874,10519,7785
-856335.869598373,7036492.39571864,2021/08/14 00:00:00+00,2074,322989,,5059,2021/08/12 00:00:00+00,318637,15752,1708,30733,0,250,176,741,1164,1351,1827,2154,154885,163705,47,11429,26856,67009,57149,49614,42523,30719,24,0,0,0,531,2687,3286,2110,14931,10552,7805
-856335.869598373,7036492.39571864,2021/08/15 00:00:00+00,1758,324747,,5059,2021/08/13 00:00:00+00,320671,15798,1712,30808,0,253,176,744,1173,1361,1831,2156,155901,164723,47,11500,27126,67698,57531,49853,42697,30832,24,0,0,0,532,2693,3291,2114,14985,10584,7815
-856335.869598373,7036492.39571864,2021/08/16 00:00:00+00,1558,326188,,5059,2021/08/14 00:00:00+00,322522,15835,1716,30870,0,253,178,752,1178,1368,1836,2158,156808,165666,48,11570,27367,68322,57834,50063,42888,30942,24,0,0,0,533,2696,3296,2114,15042,10615,7829
-856335.869598373,7036492.39571864,2021/08/17 00:00:00+00,1496,327684,,5059,2021/08/15 00:00:00+00,323701,15847,1718,30913,0,253,179,753,1181,1368,1838,2162,157396,166257,48,11630,27552,68678,58003,50207,43013,31037,24,0,0,0,534,2697,3296,2114,15071,10630,7830
-856335.869598373,7036492.39571864,2021/08/18 00:00:00+00,1861,329388,15,5074,2021/08/16 00:00:00+00,325078,15870,1721,30965,0,256,179,756,1184,1371,1838,2162,158119,166911,48,11710,27773,69093,58209,50362,43143,31127,23,0,0,0,535,2701,3300,2117,15105,10654,7852
-856335.869598373,7036492.39571864,2021/08/19 00:00:00+00,1818,331206,,5074,2021/08/17 00:00:00+00,327195,15915,1725,31027,0,256,179,760,1190,1376,1843,2171,159161,167986,48,11853,28104,69655,58554,50598,43376,31251,25,0,0,0,536,2708,3303,2123,15191,10686,7877
-856335.869598373,7036492.39571864,2021/08/20 00:00:00+00,2098,333304,,5074,2021/08/18 00:00:00+00,328957,15956,1727,31093,0,259,179,766,1194,1380,1852,2174,160041,168868,48,11962,28369,70142,58832,50812,43560,31372,25,0,0,0,537,2715,3305,2126,15239,10716,7903
-856335.869598373,7036492.39571864,2021/08/21 00:00:00+00,2125,335429,,5074,2021/08/19 00:00:00+00,330443,15991,1730,31153,0,260,181,768,1198,1384,1858,2179,160778,169617,48,12032,28584,70565,59093,50992,43699,31468,26,0,0,0,538,2718,3308,2131,15296,10740,7924
-856335.869598373,7036492.39571864,2021/08/22 00:00:00+00,1688,337117,,5074,2021/08/20 00:00:00+00,333476,16047,1737,31270,0,262,183,772,1205,1389,1865,2188,162268,171160,48,12180,29116,71361,59642,51325,44004,31673,25,0,0,0,539,2725,3316,2136,15390,10789,7946
-856335.869598373,7036492.39571864,2021/08/23 00:00:00+00,1592,338707,,5074,2021/08/21 00:00:00+00,335215,16093,1739,31337,0,263,183,772,1209,1393,1874,2191,163130,172036,49,12276,29377,71789,59945,51546,44199,31789,27,0,0,0,540,2734,3326,2142,15459,10825,7960
-856335.869598373,7036492.39571864,2021/08/24 00:00:00+00,1571,340278,,5074,2021/08/22 00:00:00+00,336421,16113,1741,31391,0,265,183,776,1212,1395,1876,2194,163710,172662,49,12349,29609,72079,60121,51692,44340,31875,25,0,0,0,541,2736,3327,2143,15501,10836,7969
-856335.869598373,7036492.39571864,2021/08/25 00:00:00+00,2051,342329,18,5092,2021/08/23 00:00:00+00,337877,16161,1745,31456,0,267,185,778,1214,1402,1881,2197,164445,173383,49,12433,29867,72417,60327,51887,44479,31988,27,0,0,0,542,2743,3338,2150,15557,10882,7990
-856335.869598373,7036492.39571864,2021/08/26 00:00:00+00,1866,344195,,5092,2021/08/24 00:00:00+00,339096,16221,1751,31528,0,269,186,784,1220,1406,1885,2207,165040,174007,49,12506,30070,72667,60502,52049,44638,32084,29,0,0,0,543,2754,3347,2157,15608,10912,8010
-856335.869598373,7036492.39571864,2021/08/27 00:00:00+00,1875,346070,,5092,2021/08/25 00:00:00+00,341136,16271,1758,31623,0,270,189,786,1225,1412,1891,2210,166044,175043,49,12614,30416,73119,60814,52317,44869,32217,28,0,0,0,544,2760,3354,2168,15699,10973,8048
-856335.869598373,7036492.39571864,2021/08/28 00:00:00+00,1997,348067,,5092,2021/08/26 00:00:00+00,342927,16314,1761,31703,0,273,190,791,1228,1418,1895,2214,166920,175958,49,12713,30716,73528,61118,52550,45063,32336,27,0,0,0,545,2765,3357,2177,15766,11011,8076
-856335.869598373,7036492.39571864,2021/08/29 00:00:00+00,1706,349773,,5092,2021/08/27 00:00:00+00,344987,16363,1765,31785,0,274,193,796,1236,1424,1899,2218,167923,177015,49,12851,31067,74004,61483,52835,45247,32468,26,0,0,0,546,2772,3365,2180,15842,11049,8091
-856335.869598373,7036492.39571864,2021/08/30 00:00:00+00,1293,351065,,5092,2021/08/28 00:00:00+00,346453,16391,1766,31836,0,276,193,799,1240,1425,1903,2221,168679,177725,49,12952,31324,74325,61681,53046,45423,32572,27,0,0,0,547,2774,3373,2181,15903,11078,8099
-856335.869598373,7036492.39571864,2021/08/31 00:00:00+00,1382,352447,,5092,2021/08/29 00:00:00+00,347459,16404,1767,31871,0,277,193,799,1240,1425,1906,2224,169181,178229,49,13017,31531,74534,61816,53171,45541,32646,26,0,0,0,548,2777,3375,2182,15957,11088,8108
-856335.869598373,7036492.39571864,2021/09/01 00:00:00+00,1789,354236,20,5112,2021/08/30 00:00:00+00,348991,16455,1773,31937,0,280,193,810,1245,1426,1913,2233,169935,179006,50,13111,31826,74860,62041,53395,45702,32757,27,0,0,0,549,2782,3380,2187,16013,11110,8126
-856335.869598373,7036492.39571864,2021/09/02 00:00:00+00,1751,352529,,5112,2021/08/31 00:00:00+00,350694,16475,1777,32014,0,280,194,811,1248,1428,1916,2236,170767,179877,50,13217,32144,75212,62277,53637,45897,32870,27,0,0,0,550,2784,3384,2188,16094,11147,8149
-856335.869598373,7036492.39571864,2021/09/03 00:00:00+00,1414,353936,,5112,2021/09/01 00:00:00+00,352440,16527,1782,32098,0,282,194,813,1253,1434,1923,2240,171604,180785,51,13315,32432,75582,62524,53878,46108,32988,29,0,0,0,551,2793,3395,2194,16181,11200,8182
-856335.869598373,7036492.39571864,2021/09/04 00:00:00+00,1703,355639,,5112,2021/09/02 00:00:00+00,353849,16564,1786,32151,0,284,196,816,1254,1435,1926,2243,172333,181465,51,13392,32671,75898,62742,54078,46248,33073,28,0,0,0,552,2802,3400,2202,16247,11239,8211
-856335.869598373,7036492.39571864,2021/09/05 00:00:00+00,1180,356819,,5112,2021/09/03 00:00:00+00,355550,16619,1791,32221,0,285,199,817,1261,1440,1934,2250,173196,182303,51,13508,32976,76277,62990,54312,46420,33188,26,0,0,0,553,2810,3407,2210,16314,11281,8234
-856335.869598373,7036492.39571864,2021/09/06 00:00:00+00,1144,357955,,5112,2021/09/04 00:00:00+00,356727,16644,1792,32282,0,288,202,817,1266,1443,1938,2252,173795,182881,51,13595,33206,76519,63146,54470,46535,33259,26,0,0,0,554,2813,3409,2210,16389,11309,8249
-856335.869598373,7036492.39571864,2021/09/07 00:00:00+00,1470,359420,,5112,2021/09/05 00:00:00+00,357869,16660,1795,32336,0,289,202,817,1269,1446,1941,2256,174345,183473,51,13700,33450,76712,63278,54657,46662,33324,26,0,0,0,555,2815,3409,2210,16437,11335,8264
-856335.869598373,7036492.39571864,2021/09/08 00:00:00+00,1545,360957,43,5155,2021/09/06 00:00:00+00,359336,16717,1805,32391,0,292,204,819,1271,1453,1952,2265,175079,184205,52,13798,33748,76992,63503,54870,46816,33416,26,0,0,0,556,2824,3419,2212,16493,11372,8278
-856335.869598373,7036492.39571864,2021/09/09 00:00:00+00,1292,362228,,5155,2021/09/07 00:00:00+00,360879,16759,1809,32462,0,292,205,823,1275,1459,1959,2271,175823,185004,52,13914,34106,77272,63701,55110,46969,33516,25,0,0,0,557,2831,3423,2215,16548,11402,8291
-856335.869598373,7036492.39571864,2021/09/10 00:00:00+00,1620,363847,,5155,2021/09/08 00:00:00+00,362170,16800,1813,32516,0,295,207,824,1280,1466,1963,2275,176472,185646,52,13991,34439,77483,63878,55329,47098,33586,26,0,0,0,558,2838,3427,2219,16592,11422,8302
-856335.869598373,7036492.39571864,2021/09/11 00:00:00+00,1466,365313,,5155,2021/09/09 00:00:00+00,363787,16843,1818,32575,0,296,208,829,1289,1472,1964,2277,177289,186446,52,14098,34854,77758,64099,55552,47254,33701,25,0,0,0,559,2843,3435,2224,16644,11460,8317
