X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,HospitalisedAged65to74,HospitalisedAged75to84,HospitalisedAged85up,Aged65to74,Aged75to84,Aged85up
-856335.869598373,7036492.39571864,2021/03/08 00:00:00+00,437,223651,0,4422,2021/03/06 00:00:00+00,223106,13138,1405,27848,13087,150,116,496,828,996,1485,1824,106056,117028,22,6142,13958,39298,39600,35795,33537,25325,31,0,0,0,372,2332,2971,1936,12527,9494,7388
-856335.869598373,7036492.39571864,2021/03/09 00:00:00+00,311,223957,30,4452,2021/03/07 00:00:00+00,223540,13160,1408,27863,13103,151,116,498,828,998,1487,1828,106271,117247,22,6172,14011,39378,39661,35879,33587,25354,33,0,0,0,373,2333,2980,1937,12553,9512,7391
-856335.869598373,7036492.39571864,2021/03/10 00:00:00+00,631,224588,47,4499,2021/03/08 00:00:00+00,223851,13188,1410,27890,13211,153,116,498,829,1000,1491,1834,106430,117399,22,6199,14040,39437,39706,35919,33637,25379,34,0,0,0,374,2337,2985,1941,12571,9525,7396
-856335.869598373,7036492.39571864,2021/03/11 00:00:00+00,592,225179,10,4509,2021/03/09 00:00:00+00,224482,13218,1415,27932,13291,154,116,503,831,1001,1491,1839,106747,117713,22,6246,14108,39584,39822,36011,33724,25416,29,0,0,0,375,2343,2992,1944,12592,9537,7400
-856335.869598373,7036492.39571864,2021/03/12 00:00:00+00,646,225820,10,4518,2021/03/10 00:00:00+00,225072,13237,1418,27962,13326,156,117,504,831,1002,1495,1842,107047,118002,23,6281,14176,39698,39926,36116,33796,25461,32,0,0,0,376,2347,2994,1945,12618,9552,7406
-856335.869598373,7036492.39571864,2021/03/13 00:00:00+00,543,226358,16,4534,2021/03/11 00:00:00+00,225716,13273,1423,27988,13326,156,117,505,832,1009,1502,1845,107359,118334,23,6315,14266,39839,40029,36223,33867,25512,30,0,0,0,377,2352,3001,1950,12645,9566,7412
-856335.869598373,7036492.39571864,2021/03/14 00:00:00+00,384,226741,0,4534,2021/03/12 00:00:00+00,226257,13303,1427,28014,13326,156,117,509,838,1012,1505,1848,107628,118606,23,6340,14351,39960,40113,36303,33918,25556,29,0,0,0,378,2356,3005,1953,12670,9585,7419
-856335.869598373,7036492.39571864,2021/03/15 00:00:00+00,575,227316,0,4534,2021/03/13 00:00:00+00,226638,13319,1428,28033,0,156,119,513,839,1013,1506,1850,107823,118792,23,6362,14397,40034,40178,36376,33964,25589,31,0,0,0,379,2358,3008,1953,12684,9592,7420
-856335.869598373,7036492.39571864,2021/03/16 00:00:00+00,349,227663,18,4552,2021/03/14 00:00:00+00,227211,13346,1433,28047,0,156,119,514,842,1015,1511,1854,108113,119075,23,6412,14493,40123,40267,36470,34031,25632,30,0,0,0,380,2361,3015,1955,12709,9605,7427
-856335.869598373,7036492.39571864,2021/03/17 00:00:00+00,557,228215,17,4566,2021/03/15 00:00:00+00,227555,13393,1435,28059,0,156,119,515,843,1023,1514,1858,108283,119249,23,6432,14543,40175,40324,36531,34063,25656,33,0,0,0,381,2373,3028,1960,12733,9621,7435
-856335.869598373,7036492.39571864,2021/03/18 00:00:00+00,582,228796,0,4566,2021/03/16 00:00:00+00,228112,13425,1438,28084,0,158,119,517,846,1025,1515,1860,108545,119544,23,6495,14631,40259,40415,36615,34126,25692,29,0,0,0,382,2386,3034,1961,12766,9632,7439
-856335.869598373,7036492.39571864,2021/03/19 00:00:00+00,507,229306,10,4576,2021/03/17 00:00:00+00,228686,13449,1442,28108,0,159,120,520,849,1029,1517,1861,108833,119830,23,6545,14716,40341,40514,36726,34198,25735,32,0,0,0,383,2392,3036,1962,12787,9640,7442
-856335.869598373,7036492.39571864,2021/03/20 00:00:00+00,525,229831,9,4585,2021/03/18 00:00:00+00,229189,13484,1449,28118,0,160,120,522,850,1034,1521,1868,109080,120086,23,6583,14795,40407,40599,36812,34260,25771,33,0,0,0,384,2400,3039,1966,12814,9653,7453
-856335.869598373,7036492.39571864,2021/03/21 00:00:00+00,769,230599,2,4587,2021/03/19 00:00:00+00,229711,13526,1452,28134,0,160,120,523,853,1035,1524,1876,109337,120350,24,6631,14867,40470,40679,36904,34323,25818,34,0,0,0,385,2406,3053,1972,12840,9676,7461
-856335.869598373,7036492.39571864,2021/03/22 00:00:00+00,520,231119,1,4588,2021/03/20 00:00:00+00,230474,13566,1454,28163,0,160,122,525,856,1037,1528,1881,109719,120731,24,6704,14975,40572,40826,37043,34396,25872,32,0,0,0,386,2413,3064,1976,12875,9701,7468
-856335.869598373,7036492.39571864,2021/03/23 00:00:00+00,371,231484,24,4610,2021/03/21 00:00:00+00,230993,13584,1457,28182,0,160,123,526,858,1041,1528,1883,109976,120993,24,6773,15073,40640,40906,37137,34447,25895,28,0,0,0,387,2416,3067,1978,12889,9718,7473
-856335.869598373,7036492.39571864,2021/03/24 00:00:00+00,683,232164,18,4628,2021/03/22 00:00:00+00,231363,13606,1458,28189,0,161,126,528,861,1043,1529,1885,110158,121181,24,6809,15155,40680,40964,37201,34488,25921,30,0,0,0,388,2418,3072,1979,12900,9728,7475
-856335.869598373,7036492.39571864,2021/03/25 00:00:00+00,606,232758,3,4631,2021/03/23 00:00:00+00,232042,13634,1459,28218,0,162,127,528,865,1047,1530,1892,110480,121538,24,6865,15267,40775,41081,37332,34556,25974,32,0,0,0,389,2421,3076,1982,12923,9744,7483
-856335.869598373,7036492.39571864,2021/03/26 00:00:00+00,584,233327,20,4651,2021/03/24 00:00:00+00,232645,13661,1462,28240,0,163,127,529,866,1049,1533,1894,110777,121844,24,6907,15366,40857,41192,37449,34614,26023,33,0,0,0,390,2430,3080,1986,12950,9756,7489
-856335.869598373,7036492.39571864,2021/03/27 00:00:00+00,624,233937,2,4653,2021/03/25 00:00:00+00,233228,13697,1467,28263,0,166,128,531,867,1054,1535,1899,111074,122130,24,6959,15437,40951,41271,37574,34682,26063,34,0,0,0,391,2437,3089,1987,12982,9773,7494
-856335.869598373,7036492.39571864,2021/03/28 00:00:00+00,604,234541,13,4666,2021/03/26 00:00:00+00,233850,13722,1468,28287,0,166,128,531,868,1059,1538,1903,111383,122443,24,7016,15527,41046,41376,37694,34765,26105,32,0,0,0,392,2443,3093,1989,12999,9783,7497
-856335.869598373,7036492.39571864,2021/03/29 00:00:00+00,539,235078,1,4667,2021/03/27 00:00:00+00,234450,13739,1469,28300,0,167,128,532,872,1062,1541,1903,111684,122742,24,7081,15634,41151,41461,37794,34834,26141,27,0,0,0,393,2446,3094,1990,13021,9791,7500
-856335.869598373,7036492.39571864,2021/03/30 00:00:00+00,368,235444,14,4681,2021/03/28 00:00:00+00,234989,13749,1470,28318,0,167,128,533,872,1062,1542,1905,111973,122992,24,7131,15733,41223,41534,37895,34894,26192,32,0,0,0,394,2449,3095,1992,13041,9802,7502
-856335.869598373,7036492.39571864,2021/03/31 00:00:00+00,411,235854,6,4687,2021/03/29 00:00:00+00,235354,13785,1473,28336,0,167,130,534,872,1064,1547,1913,112156,123174,24,7152,15792,41276,41585,37954,34949,26220,34,0,0,0,395,2457,3100,1997,13064,9812,7508
-856335.869598373,7036492.39571864,2021/04/01 00:00:00+00,761,236600,18,4705,2021/03/30 00:00:00+00,235765,13814,1479,28346,0,167,130,534,873,1068,1556,1916,112358,123383,24,7170,15865,41336,41635,38039,35011,26252,35,0,0,0,396,2465,3102,1999,13085,9819,7511
-856335.869598373,7036492.39571864,2021/04/02 00:00:00+00,591,237187,8,4713,2021/03/31 00:00:00+00,236514,13833,1480,28371,0,168,131,535,876,1070,1557,1920,112735,123755,24,7234,15970,41447,41750,38185,35102,26317,33,0,0,0,397,2467,3104,2001,13119,9832,7516
-856335.869598373,7036492.39571864,2021/04/03 00:00:00+00,511,237695,2,4715,2021/04/01 00:00:00+00,237101,13863,1481,28388,0,168,131,538,879,1074,1563,1923,113029,124048,24,7274,16068,41536,41850,38280,35175,26363,31,0,0,0,398,2469,3109,2005,13141,9848,7524
-856335.869598373,7036492.39571864,2021/04/04 00:00:00+00,457,238148,3,4718,2021/04/02 00:00:00+00,237609,13887,1483,28412,0,171,133,538,881,1082,1567,1924,113270,124315,24,7304,16155,41607,41936,38385,35233,26406,33,0,0,0,399,2470,3110,2007,13157,9855,7529
-856335.869598373,7036492.39571864,2021/04/05 00:00:00+00,320,238466,0,4718,2021/04/03 00:00:00+00,238062,13898,1485,28422,0,171,133,539,882,1084,1568,1927,113519,124519,24,7337,16210,41693,42003,38469,35290,26448,32,0,0,0,400,2470,3112,2008,13177,9860,7533
-856335.869598373,7036492.39571864,2021/04/06 00:00:00+00,443,238907,9,4727,2021/04/04 00:00:00+00,238379,13911,1487,28428,0,171,133,539,886,1085,1572,1927,113683,124672,24,7357,16260,41752,42061,38528,35327,26467,30,0,0,0,401,2471,3115,2008,13185,9866,7534
-856335.869598373,7036492.39571864,2021/04/07 00:00:00+00,423,239325,5,4732,2021/04/05 00:00:00+00,238822,13920,1489,28439,0,171,133,539,888,1085,1574,1928,113923,124875,24,7383,16351,41821,42130,38607,35378,26499,31,0,0,0,402,2473,3117,2008,13205,9872,7534
-856335.869598373,7036492.39571864,2021/04/08 00:00:00+00,400,239723,7,4737,2021/04/06 00:00:00+00,239241,13955,1490,28454,0,171,133,540,892,1088,1582,1933,114140,125077,24,7411,16429,41893,42192,38673,35423,26535,30,0,0,0,403,2477,3125,2010,13222,9885,7536
-856335.869598373,7036492.39571864,2021/04/09 00:00:00+00,473,240192,34,4769,2021/04/07 00:00:00+00,239635,13973,1492,28466,0,172,134,540,895,1090,1582,1936,114344,125267,24,7437,16473,41944,42265,38762,35477,26569,35,0,0,0,404,2479,3128,2013,13233,9894,7539
-856335.869598373,7036492.39571864,2021/04/10 00:00:00+00,455,240643,14,4783,2021/04/08 00:00:00+00,240101,13993,1497,28482,0,172,134,541,899,1091,1584,1939,114565,125512,24,7458,16557,42038,42346,38840,35529,26601,29,0,0,0,405,2482,3133,2014,13249,9901,7540
-856335.869598373,7036492.39571864,2021/04/11 00:00:00+00,303,240945,2,4785,2021/04/09 00:00:00+00,240556,14020,1501,28501,0,173,135,543,899,1092,1589,1942,114781,125750,25,7477,16625,42135,42424,38928,35578,26631,30,0,0,0,406,2488,3138,2017,13266,9907,7543
-856335.869598373,7036492.39571864,2021/04/12 00:00:00+00,394,241330,0,4785,2021/04/10 00:00:00+00,240858,14036,1502,28512,0,173,136,543,901,1099,1590,1944,114948,125885,25,7498,16671,42182,42478,38985,35611,26659,31,0,0,0,407,2490,3139,2017,13276,9912,7544
-856335.869598373,7036492.39571864,2021/04/13 00:00:00+00,358,241684,18,4803,2021/04/11 00:00:00+00,241251,14049,1503,28529,0,174,136,544,906,1100,1590,1946,115127,126099,25,7527,16724,42244,42547,39067,35654,26694,33,0,0,0,408,2491,3140,2018,13287,9920,7545
-856335.869598373,7036492.39571864,2021/04/14 00:00:00+00,431,242105,12,4812,2021/04/12 00:00:00+00,241606,14075,1509,28546,0,174,136,544,909,1104,1595,1951,115291,126290,25,7550,16774,42303,42613,39130,35700,26724,31,0,0,0,409,2493,3143,2022,13296,9924,7550
-856335.869598373,7036492.39571864,2021/04/15 00:00:00+00,309,242402,8,4820,2021/04/13 00:00:00+00,242035,14094,1510,28566,0,174,139,545,911,1107,1598,1955,115494,126516,25,7573,16843,42363,42687,39206,35769,26767,33,0,0,0,410,2494,3145,2022,13307,9928,7550
-856335.869598373,7036492.39571864,2021/04/16 00:00:00+00,420,242819,11,4831,2021/04/14 00:00:00+00,242341,14112,1512,28576,0,174,139,545,913,1109,1602,1958,115661,126655,25,7596,16882,42412,42730,39270,35811,26790,34,0,0,0,411,2498,3148,2022,13323,9935,7550
-856335.869598373,7036492.39571864,2021/04/17 00:00:00+00,420,243238,4,4835,2021/04/15 00:00:00+00,242760,14133,1517,28589,0,174,139,546,916,1112,1607,1959,115879,126855,26,7620,16947,42487,42798,39348,35869,26817,32,0,0,0,412,2501,3152,2023,13340,9941,7551
-856335.869598373,7036492.39571864,2021/04/18 00:00:00+00,269,243508,1,4836,2021/04/16 00:00:00+00,243179,14145,1519,28599,0,175,139,547,917,1112,1610,1960,116090,127063,26,7648,17012,42550,42882,39418,35921,26856,32,0,0,0,413,2503,3155,2023,13352,9945,7553
-856335.869598373,7036492.39571864,2021/04/19 00:00:00+00,403,243911,0,4836,2021/04/17 00:00:00+00,243446,14154,1520,28613,0,175,139,549,918,1112,1611,1961,116222,127198,26,7661,17052,42596,42930,39460,35960,26881,31,0,0,0,414,2506,3156,2023,13361,9949,7554
-856335.869598373,7036492.39571864,2021/04/20 00:00:00+00,390,244297,11,4847,2021/04/18 00:00:00+00,243845,14172,1522,28632,0,175,139,550,919,1115,1616,1967,116432,127387,26,7694,17098,42681,42996,39523,36019,26913,30,0,0,0,415,2507,3157,2023,13374,9950,7555
-856335.869598373,7036492.39571864,2021/04/21 00:00:00+00,401,244695,15,4856,2021/04/19 00:00:00+00,244232,14202,1523,28648,0,175,139,552,921,1119,1624,1970,116646,127560,26,7706,17147,42748,43063,39587,36069,26956,34,0,0,0,416,2516,3158,2024,13402,9953,7559
-856335.869598373,7036492.39571864,2021/04/22 00:00:00+00,617,245310,10,4866,2021/04/20 00:00:00+00,244633,14228,1526,28661,0,175,140,554,924,1124,1625,1976,116864,127743,26,7735,17206,42821,43129,39654,36124,26983,31,0,0,0,417,2520,3161,2025,13415,9961,7563
-856335.869598373,7036492.39571864,2021/04/23 00:00:00+00,434,245743,1,4867,2021/04/21 00:00:00+00,245245,14254,1527,28672,0,176,141,557,926,1126,1631,1978,117161,128058,26,7764,17294,42932,43227,39754,36220,27028,33,0,0,0,418,2527,3162,2026,13443,9976,7565
-856335.869598373,7036492.39571864,2021/04/24 00:00:00+00,461,246204,5,4872,2021/04/22 00:00:00+00,245678,14270,1531,28682,0,176,142,559,926,1129,1632,1982,117388,128264,26,7780,17352,43024,43302,39834,36275,27065,31,0,0,0,419,2529,3164,2027,13457,9979,7568
-856335.869598373,7036492.39571864,2021/04/25 00:00:00+00,429,246633,1,4873,2021/04/23 00:00:00+00,246136,14280,1531,28690,0,176,142,559,929,1132,1633,1983,117624,128486,26,7816,17431,43110,43371,39906,36340,27098,28,0,0,0,420,2529,3165,2028,13471,9981,7570
-856335.869598373,7036492.39571864,2021/04/26 00:00:00+00,437,247069,1,4874,2021/04/24 00:00:00+00,246560,14290,1533,28697,0,177,142,561,930,1133,1636,1983,117861,128673,26,7838,17499,43194,43455,39977,36391,27121,29,0,0,0,421,2530,3166,2028,13488,9984,7571
-856335.869598373,7036492.39571864,2021/04/27 00:00:00+00,426,247489,10,4884,2021/04/25 00:00:00+00,246997,14302,1535,28712,0,177,142,561,932,1138,1639,1983,118081,128890,26,7871,17564,43274,43539,40047,36454,27144,29,0,0,0,422,2532,3166,2028,13499,9991,7572
-856335.869598373,7036492.39571864,2021/04/28 00:00:00+00,371,247857,13,4896,2021/04/26 00:00:00+00,247420,14331,1539,28721,0,179,146,566,937,1139,1645,1987,118285,129109,26,7906,17626,43364,43601,40112,36510,27180,29,0,0,0,423,2533,3167,2028,13507,9999,7573
-856335.869598373,7036492.39571864,2021/04/29 00:00:00+00,474,248326,3,4899,2021/04/27 00:00:00+00,247789,14348,1539,28732,0,179,146,569,938,1141,1649,1992,118473,129290,26,7933,17684,43441,43654,40178,36552,27208,28,0,0,0,424,2535,3167,2028,13519,10002,7576
-856335.869598373,7036492.39571864,2021/04/30 00:00:00+00,545,248870,4,4903,2021/04/28 00:00:00+00,248260,14366,1542,28747,0,179,147,569,940,1144,1651,1996,118709,129523,28,7974,17763,43510,43732,40248,36626,27249,32,0,0,0,425,2538,3169,2029,13530,10009,7577
-856335.869598373,7036492.39571864,2021/05/01 00:00:00+00,569,249437,3,4906,2021/04/29 00:00:00+00,248801,14377,1543,28758,0,180,147,569,940,1147,1651,2000,119005,129767,29,7994,17857,43631,43825,40341,36689,27286,29,0,0,0,426,2540,3169,2030,13544,10013,7579
-856335.869598373,7036492.39571864,2021/05/02 00:00:00+00,402,249838,1,4906,2021/04/30 00:00:00+00,249370,14388,1543,28766,0,181,147,570,942,1149,1651,2001,119281,130058,31,8031,17961,43756,43909,40434,36762,27316,26,0,0,0,427,2541,3172,2030,13561,10019,7579
-856335.869598373,7036492.39571864,2021/05/03 00:00:00+00,453,250290,0,4906,2021/05/01 00:00:00+00,249770,14396,1543,28774,0,182,148,571,943,1150,1652,2002,119499,130240,31,8049,18015,43839,43980,40524,36817,27334,31,0,0,0,428,2542,3172,2030,13566,10024,7580
-856335.869598373,7036492.39571864,2021/05/04 00:00:00+00,383,250672,2,4908,2021/05/02 00:00:00+00,250221,14406,1545,28784,0,182,149,572,944,1150,1654,2003,119700,130490,31,8072,18123,43931,44039,40597,36873,27359,25,0,0,0,429,2546,3172,2030,13579,10026,7580
-856335.869598373,7036492.39571864,2021/05/05 00:00:00+00,418,251087,7,4915,2021/05/03 00:00:00+00,250596,14413,1546,28797,0,182,150,573,944,1153,1655,2003,119895,130670,31,8105,18201,43994,44089,40671,36928,27377,28,0,0,0,430,2547,3172,2030,13582,10027,7580
-856335.869598373,7036492.39571864,2021/05/06 00:00:00+00,393,251474,8,4921,2021/05/04 00:00:00+00,251012,14432,1548,28809,0,183,151,573,946,1159,1658,2005,120096,130885,31,8140,18272,44075,44140,40737,36983,27411,29,0,0,0,431,2551,3172,2030,13602,10029,7581
-856335.869598373,7036492.39571864,2021/05/07 00:00:00+00,434,251904,4,4918,2021/05/05 00:00:00+00,251404,14441,1548,28817,0,184,152,573,947,1159,1658,2006,120276,131097,31,8163,18345,44145,44211,40809,37032,27429,28,0,0,0,432,2554,3173,2031,13614,10032,7582
-856335.869598373,7036492.39571864,2021/05/08 00:00:00+00,408,252303,1,4919,2021/05/06 00:00:00+00,251832,14453,1549,28830,0,185,153,573,949,1159,1660,2008,120495,131306,31,8186,18405,44205,44323,40895,37072,27461,30,0,0,0,433,2556,3175,2031,13627,10034,7582
-856335.869598373,7036492.39571864,2021/05/09 00:00:00+00,514,252809,2,4921,2021/05/07 00:00:00+00,252239,14458,1549,28846,0,186,153,574,949,1160,1660,2009,120699,131509,31,8205,18457,44288,44403,40974,37128,27483,31,0,0,0,434,2557,3175,2031,13641,10036,7582
-856335.869598373,7036492.39571864,2021/05/10 00:00:00+00,381,253189,0,4921,2021/05/08 00:00:00+00,252753,14469,1553,28860,0,188,153,574,950,1163,1661,2011,120963,131759,31,8242,18561,44361,44493,41058,37193,27530,28,0,0,0,435,2558,3176,2031,13654,10037,7582
-856335.869598373,7036492.39571864,2021/05/11 00:00:00+00,379,253567,9,4929,2021/05/09 00:00:00+00,253134,14474,1553,28868,0,188,153,574,950,1164,1662,2012,121155,131948,31,8267,18622,44429,44550,41141,37248,27550,31,0,0,0,436,2560,3176,2031,13664,10039,7582
-856335.869598373,7036492.39571864,2021/05/12 00:00:00+00,448,254013,8,4937,2021/05/10 00:00:00+00,253514,14492,1556,28877,0,188,153,576,954,1166,1668,2013,121348,132135,31,8284,18693,44491,44634,41199,37303,27571,29,0,0,0,437,2562,3177,2031,13672,10042,7583
-856335.869598373,7036492.39571864,2021/05/13 00:00:00+00,456,254450,0,4937,2021/05/11 00:00:00+00,253965,14505,1557,28885,0,189,153,577,959,1167,1669,2015,121566,132368,31,8310,18778,44549,44736,41281,37361,27597,29,0,0,0,438,2563,3178,2031,13681,10047,7583
-856335.869598373,7036492.39571864,2021/05/14 00:00:00+00,425,254870,4,4941,2021/05/12 00:00:00+00,254433,14513,1559,28892,0,190,153,578,960,1169,1669,2017,121805,132597,31,8350,18865,44631,44808,41379,37417,27622,27,0,0,0,439,2563,3179,2031,13686,10050,7583
-856335.869598373,7036492.39571864,2021/05/15 00:00:00+00,461,255331,0,4941,2021/05/13 00:00:00+00,255015,14535,1563,28906,0,190,153,579,962,1173,1673,2021,122094,132890,31,8381,18970,44733,44898,41500,37491,27660,30,0,0,0,440,2565,3184,2031,13700,10056,7584
-856335.869598373,7036492.39571864,2021/05/16 00:00:00+00,375,255706,0,4941,2021/05/14 00:00:00+00,255490,14542,1563,28917,0,190,153,581,964,1174,1673,2021,122358,133101,31,8420,19045,44819,44979,41595,37554,27680,29,0,0,0,441,2567,3184,2031,13714,10058,7584
-856335.869598373,7036492.39571864,2021/05/17 00:00:00+00,379,256085,0,4941,2021/05/15 00:00:00+00,255797,14550,1566,28923,0,190,153,582,965,1175,1673,2024,122517,133249,31,8438,19102,44870,45026,41654,37600,27703,31,0,0,0,442,2569,3184,2031,13720,10058,7584
-856335.869598373,7036492.39571864,2021/05/18 00:00:00+00,365,256450,0,4941,2021/05/16 00:00:00+00,256147,14552,1566,28929,0,190,153,582,965,1176,1673,2025,122692,133424,31,8460,19163,44953,45077,41715,37643,27721,26,0,0,0,443,2569,3184,2031,13727,10059,7587
-856335.869598373,7036492.39571864,2021/05/19 00:00:00+00,526,256976,0,4941,2021/05/17 00:00:00+00,256497,14557,1566,28934,0,190,153,583,967,1178,1673,2025,122855,133611,31,8474,19243,45020,45125,41784,37682,27744,28,0,0,0,444,2569,3184,2031,13734,10062,7587
-856335.869598373,7036492.39571864,2021/05/20 00:00:00+00,470,257446,0,4941,2021/05/18 00:00:00+00,256972,14569,1569,28947,0,190,153,583,968,1181,1676,2027,123092,133849,31,8496,19339,45126,45199,41865,37742,27767,26,0,0,0,445,2570,3185,2032,13744,10064,7588
-856335.869598373,7036492.39571864,2021/05/21 00:00:00+00,533,257979,0,4941,2021/05/19 00:00:00+00,257390,14575,1572,28961,0,190,153,583,968,1182,1677,2030,123302,134055,33,8518,19432,45213,45263,41930,37779,27807,25,0,0,0,446,2571,3185,2032,13753,10065,7588
-856335.869598373,7036492.39571864,2021/05/22 00:00:00+00,384,258363,0,4941,2021/05/20 00:00:00+00,257911,14584,1573,28975,0,190,153,584,968,1184,1680,2033,123561,134316,34,8545,19521,45356,45326,42018,37838,27848,25,0,0,0,447,2571,3185,2032,13764,10065,7588
-856335.869598373,7036492.39571864,2021/05/23 00:00:00+00,447,258810,0,4941,2021/05/21 00:00:00+00,258260,14593,1573,28982,0,192,153,585,968,1186,1680,2036,123741,134482,37,8564,19588,45460,45366,42073,37879,27868,22,0,0,0,448,2571,3185,2033,13765,10066,7589
-856335.869598373,7036492.39571864,2021/05/24 00:00:00+00,349,259159,0,4941,2021/05/22 00:00:00+00,258679,14597,1573,28985,0,193,153,586,969,1186,1681,2036,123948,134694,37,8584,19651,45595,45417,42126,37939,27898,23,0,0,0,449,2571,3185,2033,13770,10067,7590
-856335.869598373,7036492.39571864,2021/05/25 00:00:00+00,353,259512,0,4941,2021/05/23 00:00:00+00,258996,14603,1573,28993,0,193,153,586,972,1188,1681,2037,124100,134859,37,8605,19727,45667,45464,42185,37965,27910,22,0,0,0,450,2571,3185,2033,13772,10069,7590
-856335.869598373,7036492.39571864,2021/05/26 00:00:00+00,445,259957,0,4941,2021/05/24 00:00:00+00,259335,14617,1575,29005,0,194,153,587,974,1189,1685,2040,124284,135014,37,8634,19801,45756,45502,42231,38000,27931,22,0,0,0,451,2572,3186,2033,13777,10071,7590
-856335.869598373,7036492.39571864,2021/05/27 00:00:00+00,432,260389,0,4941,2021/05/25 00:00:00+00,259772,14626,1576,29018,0,194,154,588,975,1191,1687,2041,124489,135246,37,8663,19897,45865,45563,42298,38055,27946,22,0,0,0,452,2572,3187,2033,13780,10072,7591
-856335.869598373,7036492.39571864,2021/05/28 00:00:00+00,461,260850,0,4941,2021/05/26 00:00:00+00,260188,14631,1576,29031,0,194,155,588,977,1192,1687,2042,124720,135430,38,8688,19972,45995,45615,42362,38093,27976,23,0,0,0,453,2572,3187,2033,13782,10072,7591
-856335.869598373,7036492.39571864,2021/05/29 00:00:00+00,456,261306,0,4941,2021/05/27 00:00:00+00,260614,14639,1576,29041,0,195,155,588,978,1193,1688,2044,124936,135640,38,8714,20042,46106,45681,42432,38140,28003,25,0,0,0,454,2572,3188,2034,13788,10074,7592
-856335.869598373,7036492.39571864,2021/05/30 00:00:00+00,367,261673,0,4941,2021/05/28 00:00:00+00,261073,14643,1578,29051,0,195,155,589,978,1194,1689,2045,125163,135870,40,8740,20157,46216,45732,42510,38190,28026,22,0,0,0,455,2572,3188,2034,13792,10076,7592
-856335.869598373,7036492.39571864,2021/05/31 00:00:00+00,370,262043,0,4941,2021/05/29 00:00:00+00,261441,14651,1579,29062,0,195,155,590,980,1194,1691,2046,125335,136065,41,8771,20231,46290,45779,42579,38239,28043,25,0,0,0,456,2572,3188,2036,13794,10078,7595
-856335.869598373,7036492.39571864,2021/06/01 00:00:00+00,337,262380,0,4941,2021/05/30 00:00:00+00,261803,14658,1579,29075,0,195,155,591,982,1195,1691,2048,125517,136245,41,8787,20304,46366,45839,42632,38289,28070,27,0,0,0,457,2572,3188,2037,13799,10079,7596
-856335.869598373,7036492.39571864,2021/06/02 00:00:00+00,407,262787,0,4941,2021/05/31 00:00:00+00,262118,14658,1579,29083,0,195,155,591,982,1195,1691,2048,125667,136409,42,8804,20367,46436,45888,42697,38325,28082,26,0,0,0,458,2572,3188,2037,13802,10079,7596
-856335.869598373,7036492.39571864,2021/06/03 00:00:00+00,465,263252,0,4941,2021/06/01 00:00:00+00,262511,14665,1579,29090,0,196,155,592,984,1197,1692,2048,125886,136583,42,8823,20458,46512,45939,42769,38377,28104,27,0,0,0,459,2572,3188,2037,13809,10081,7597
-856335.869598373,7036492.39571864,2021/06/04 00:00:00+00,529,263769,0,4941,2021/06/02 00:00:00+00,262989,14674,1579,29099,0,196,155,592,984,1198,1693,2053,126132,136815,42,8865,20549,46608,46006,42851,38443,28130,26,0,0,0,460,2573,3189,2037,13815,10083,7597
-856335.869598373,7036492.39571864,2021/06/05 00:00:00+00,416,264153,0,4941,2021/06/03 00:00:00+00,263489,14681,1579,29106,0,196,155,593,986,1200,1695,2053,126404,137043,42,8900,20657,46735,46076,42947,38487,28147,23,0,0,0,461,2573,3189,2037,13818,10083,7597
-856335.869598373,7036492.39571864,2021/06/06 00:00:00+00,313,264466,0,4941,2021/06/04 00:00:00+00,263884,14687,1579,29119,0,196,155,594,986,1201,1696,2054,126598,137244,42,8925,20736,46837,46139,43008,38524,28160,24,0,0,0,462,2575,3189,2037,13829,10085,7599
-856335.869598373,7036492.39571864,2021/06/07 00:00:00+00,377,264843,0,4941,2021/06/05 00:00:00+00,264192,14690,1579,29123,0,196,156,594,986,1201,1697,2054,126745,137405,42,8943,20799,46917,46180,43063,38555,28173,24,0,0,0,463,2575,3190,2037,13833,10087,7600
-856335.869598373,7036492.39571864,2021/06/08 00:00:00+00,271,265114,0,4941,2021/06/06 00:00:00+00,264555,14698,1579,29134,0,196,156,594,986,1202,1700,2056,126926,137587,42,8967,20868,47002,46228,43123,38598,28197,25,0,0,0,464,2577,3190,2037,13839,10088,7603
-856335.869598373,7036492.39571864,2021/06/09 00:00:00+00,259,265341,0,4941,2021/06/07 00:00:00+00,264808,14702,1580,29146,0,196,156,595,987,1202,1702,2056,127044,137722,42,8975,20917,47073,46270,43161,38631,28203,24,0,0,0,465,2577,3190,2037,13845,10088,7603
