Date,Age,Volume
02/07/2020,Aged45to54,4565
02/07/2020,Aged55to64,3244
03/07/2020,Aged1to4,171
03/07/2020,Aged5to14,329
03/07/2020,Aged15to24,1900
03/07/2020,Aged25to34,4277
03/07/2020,Aged35to44,4479
03/07/2020,Aged45to54,4568
03/07/2020,Aged55to64,3245
04/07/2020,Aged1to4,173
04/07/2020,Aged5to14,330
04/07/2020,Aged15to24,1900
04/07/2020,Aged25to34,4281
04/07/2020,Aged35to44,4480
04/07/2020,Aged45to54,4568
04/07/2020,Aged55to64,3246
05/07/2020,Aged1to4,174
05/07/2020,Aged5to14,330
05/07/2020,Aged15to24,1900
05/07/2020,Aged25to34,4283
05/07/2020,Aged35to44,4483
05/07/2020,Aged45to54,4572
05/07/2020,Aged55to64,3247
06/07/2020,Aged1to4,175
06/07/2020,Aged5to14,331
06/07/2020,Aged15to24,1901
06/07/2020,Aged25to34,4285
06/07/2020,Aged35to44,4488
06/07/2020,Aged45to54,4575
06/07/2020,Aged55to64,3249
07/07/2020,Aged1to4,175
07/07/2020,Aged5to14,331
07/07/2020,Aged15to24,1901
07/07/2020,Aged25to34,4286
07/07/2020,Aged35to44,4489
07/07/2020,Aged45to54,4575
07/07/2020,Aged55to64,3250
08/07/2020,Aged1to4,176
08/07/2020,Aged5to14,331
08/07/2020,Aged15to24,1904
08/07/2020,Aged25to34,4291
08/07/2020,Aged35to44,4497
08/07/2020,Aged45to54,4577
08/07/2020,Aged55to64,3253
09/07/2020,Aged1to4,177
09/07/2020,Aged5to14,331
09/07/2020,Aged15to24,1907
09/07/2020,Aged25to34,4293
09/07/2020,Aged35to44,4498
09/07/2020,Aged45to54,4579
09/07/2020,Aged55to64,3254
10/07/2020,Aged1to4,178
10/07/2020,Aged5to14,333
10/07/2020,Aged15to24,1921
10/07/2020,Aged25to34,4296
10/07/2020,Aged35to44,4500
10/07/2020,Aged45to54,4579
10/07/2020,Aged55to64,3254
11/07/2020,Aged1to4,178
11/07/2020,Aged5to14,337
11/07/2020,Aged15to24,1932
11/07/2020,Aged25to34,4298
11/07/2020,Aged35to44,4505
11/07/2020,Aged45to54,4581
11/07/2020,Aged55to64,3254
12/07/2020,Aged1to4,179
12/07/2020,Aged5to14,338
12/07/2020,Aged15to24,1938
12/07/2020,Aged25to34,4303
12/07/2020,Aged35to44,4510
12/07/2020,Aged45to54,4584
12/07/2020,Aged55to64,3254
13/07/2020,Aged1to4,179
13/07/2020,Aged5to14,338
13/07/2020,Aged15to24,1939
13/07/2020,Aged25to34,4314
13/07/2020,Aged35to44,4512
13/07/2020,Aged45to54,4585
13/07/2020,Aged55to64,3255
14/07/2020,Aged1to4,179
14/07/2020,Aged5to14,338
14/07/2020,Aged15to24,1941
14/07/2020,Aged25to34,4317
14/07/2020,Aged35to44,4512
14/07/2020,Aged45to54,4587
14/07/2020,Aged55to64,3257
15/07/2020,Aged1to4,179
15/07/2020,Aged5to14,338
15/07/2020,Aged15to24,1943
15/07/2020,Aged25to34,4324
15/07/2020,Aged35to44,4517
15/07/2020,Aged45to54,4595
15/07/2020,Aged55to64,3262
16/07/2020,Aged1to4,179
16/07/2020,Aged5to14,338
16/07/2020,Aged15to24,1945
16/07/2020,Aged25to34,4328
16/07/2020,Aged35to44,4518
16/07/2020,Aged45to54,4599
16/07/2020,Aged55to64,3263
17/07/2020,Aged1to4,180
17/07/2020,Aged5to14,338
17/07/2020,Aged15to24,1947
17/07/2020,Aged25to34,4337
17/07/2020,Aged35to44,4522
17/07/2020,Aged45to54,4601
17/07/2020,Aged55to64,3263
18/07/2020,Aged1to4,183
18/07/2020,Aged5to14,339
18/07/2020,Aged15to24,1954
18/07/2020,Aged25to34,4345
18/07/2020,Aged35to44,4527
18/07/2020,Aged45to54,4603
18/07/2020,Aged55to64,3264
19/07/2020,Aged1to4,183
19/07/2020,Aged5to14,339
19/07/2020,Aged15to24,1958
19/07/2020,Aged25to34,4350
19/07/2020,Aged35to44,4528
19/07/2020,Aged45to54,4606
19/07/2020,Aged55to64,3266
20/07/2020,Aged1to4,183
20/07/2020,Aged5to14,339
20/07/2020,Aged15to24,1959
20/07/2020,Aged25to34,4352
20/07/2020,Aged35to44,4532
20/07/2020,Aged45to54,4606
20/07/2020,Aged55to64,3267
21/07/2020,Aged1to4,183
21/07/2020,Aged5to14,340
21/07/2020,Aged15to24,1959
21/07/2020,Aged25to34,4352
21/07/2020,Aged35to44,4534
21/07/2020,Aged45to54,4608
21/07/2020,Aged55to64,3268
22/07/2020,Aged1to4,183
22/07/2020,Aged5to14,341
22/07/2020,Aged15to24,1964
22/07/2020,Aged25to34,4358
22/07/2020,Aged35to44,4538
22/07/2020,Aged45to54,4619
22/07/2020,Aged55to64,3273
23/07/2020,Aged1to4,184
23/07/2020,Aged5to14,341
23/07/2020,Aged15to24,1965
23/07/2020,Aged25to34,4361
23/07/2020,Aged35to44,4541
23/07/2020,Aged45to54,4622
23/07/2020,Aged55to64,3274
24/07/2020,Aged1to4,184
24/07/2020,Aged5to14,341
24/07/2020,Aged15to24,1966
24/07/2020,Aged25to34,4363
24/07/2020,Aged35to44,4542
24/07/2020,Aged45to54,4623
24/07/2020,Aged55to64,3274
25/07/2020,Aged1to4,185
25/07/2020,Aged5to14,343
25/07/2020,Aged15to24,1969
25/07/2020,Aged25to34,4370
25/07/2020,Aged35to44,4546
25/07/2020,Aged45to54,4623
25/07/2020,Aged55to64,3275
26/07/2020,Aged1to4,186
26/07/2020,Aged5to14,343
26/07/2020,Aged15to24,1972
26/07/2020,Aged25to34,4376
26/07/2020,Aged35to44,4554
26/07/2020,Aged45to54,4628
26/07/2020,Aged55to64,3275
27/07/2020,Aged1to4,188
27/07/2020,Aged5to14,343
27/07/2020,Aged15to24,1975
27/07/2020,Aged25to34,4382
27/07/2020,Aged35to44,4554
27/07/2020,Aged45to54,4628
27/07/2020,Aged55to64,3276
28/07/2020,Aged1to4,188
28/07/2020,Aged5to14,344
28/07/2020,Aged15to24,1976
28/07/2020,Aged25to34,4384
28/07/2020,Aged35to44,4556
28/07/2020,Aged45to54,4630
28/07/2020,Aged55to64,3277
29/07/2020,Aged1to4,189
29/07/2020,Aged5to14,347
29/07/2020,Aged15to24,1983
29/07/2020,Aged25to34,4395
29/07/2020,Aged35to44,4563
29/07/2020,Aged45to54,4635
29/07/2020,Aged55to64,3280
30/07/2020,Aged1to4,191
30/07/2020,Aged5to14,348
30/07/2020,Aged15to24,1984
30/07/2020,Aged25to34,4403
30/07/2020,Aged35to44,4563
30/07/2020,Aged45to54,4635
30/07/2020,Aged55to64,3281
31/07/2020,Aged1to4,198
31/07/2020,Aged5to14,356
31/07/2020,Aged15to24,2003
31/07/2020,Aged25to34,4418
31/07/2020,Aged35to44,4572
31/07/2020,Aged45to54,4651
31/07/2020,Aged55to64,3286
01/08/2020,Aged1to4,198
01/08/2020,Aged5to14,358
01/08/2020,Aged15to24,2014
01/08/2020,Aged25to34,4431
01/08/2020,Aged35to44,4578
01/08/2020,Aged45to54,4657
01/08/2020,Aged55to64,3287
02/08/2020,Aged1to4,200
02/08/2020,Aged5to14,363
02/08/2020,Aged15to24,2020
02/08/2020,Aged25to34,4440
02/08/2020,Aged35to44,4588
02/08/2020,Aged45to54,4664
02/08/2020,Aged55to64,3289
03/08/2020,Aged1to4,206
03/08/2020,Aged5to14,369
03/08/2020,Aged15to24,2029
03/08/2020,Aged25to34,4452
03/08/2020,Aged35to44,4597
03/08/2020,Aged45to54,4668
03/08/2020,Aged55to64,3291
04/08/2020,Aged1to4,208
04/08/2020,Aged5to14,373
04/08/2020,Aged15to24,2037
04/08/2020,Aged25to34,4471
04/08/2020,Aged35to44,4602
04/08/2020,Aged45to54,4672
04/08/2020,Aged55to64,3293
05/08/2020,Aged1to4,209
05/08/2020,Aged5to14,373
05/08/2020,Aged15to24,2044
05/08/2020,Aged25to34,4488
05/08/2020,Aged35to44,4611
05/08/2020,Aged45to54,4679
05/08/2020,Aged55to64,3296
06/08/2020,Aged1to4,214
06/08/2020,Aged5to14,378
06/08/2020,Aged15to24,2055
06/08/2020,Aged25to34,4498
06/08/2020,Aged35to44,4618
06/08/2020,Aged45to54,4684
06/08/2020,Aged55to64,3298
07/08/2020,Aged1to4,216
07/08/2020,Aged5to14,382
07/08/2020,Aged15to24,2062
07/08/2020,Aged25to34,4518
07/08/2020,Aged35to44,4631
07/08/2020,Aged45to54,4701
07/08/2020,Aged55to64,3302
08/08/2020,Aged1to4,218
08/08/2020,Aged5to14,384
08/08/2020,Aged15to24,2076
08/08/2020,Aged25to34,4541
08/08/2020,Aged35to44,4656
08/08/2020,Aged45to54,4721
08/08/2020,Aged55to64,3310
09/08/2020,Aged1to4,222
09/08/2020,Aged5to14,390
09/08/2020,Aged15to24,2100
09/08/2020,Aged25to34,4589
09/08/2020,Aged35to44,4694
09/08/2020,Aged45to54,4745
09/08/2020,Aged55to64,3327
10/08/2020,Aged1to4,226
10/08/2020,Aged5to14,396
10/08/2020,Aged15to24,2111
10/08/2020,Aged25to34,4607
10/08/2020,Aged35to44,4710
10/08/2020,Aged45to54,4750
10/08/2020,Aged55to64,3332
11/08/2020,Aged1to4,228
11/08/2020,Aged5to14,400
11/08/2020,Aged15to24,2126
11/08/2020,Aged25to34,4619
11/08/2020,Aged35to44,4718
11/08/2020,Aged45to54,4759
11/08/2020,Aged55to64,3338
12/08/2020,Aged1to4,230
12/08/2020,Aged5to14,404
12/08/2020,Aged15to24,2137
12/08/2020,Aged25to34,4619
12/08/2020,Aged35to44,4724
12/08/2020,Aged45to54,4764
12/08/2020,Aged55to64,3339
13/08/2020,Aged1to4,231
13/08/2020,Aged5to14,409
13/08/2020,Aged15to24,2145
13/08/2020,Aged25to34,4626
13/08/2020,Aged35to44,4733
13/08/2020,Aged45to54,4772
13/08/2020,Aged55to64,3339
14/08/2020,Aged1to4,234
14/08/2020,Aged5to14,416
14/08/2020,Aged15to24,2169
14/08/2020,Aged25to34,4645
14/08/2020,Aged35to44,4743
14/08/2020,Aged45to54,4781
14/08/2020,Aged55to64,3348
15/08/2020,Aged1to4,236
15/08/2020,Aged5to14,420
15/08/2020,Aged15to24,2185
15/08/2020,Aged25to34,4658
15/08/2020,Aged35to44,4755
15/08/2020,Aged45to54,4791
15/08/2020,Aged55to64,3351
16/08/2020,Aged1to4,241
16/08/2020,Aged5to14,437
16/08/2020,Aged15to24,2218
16/08/2020,Aged25to34,4702
16/08/2020,Aged35to44,4790
16/08/2020,Aged45to54,4820
16/08/2020,Aged55to64,3370
17/08/2020,Aged1to4,244
17/08/2020,Aged5to14,443
17/08/2020,Aged15to24,2230
17/08/2020,Aged25to34,4714
17/08/2020,Aged35to44,4800
17/08/2020,Aged45to54,4832
17/08/2020,Aged55to64,3375
18/08/2020,Aged1to4,246
18/08/2020,Aged5to14,451
18/08/2020,Aged15to24,2242
18/08/2020,Aged25to34,4724
18/08/2020,Aged35to44,4809
18/08/2020,Aged45to54,4837
18/08/2020,Aged55to64,3380
19/08/2020,Aged1to4,251
19/08/2020,Aged5to14,465
19/08/2020,Aged15to24,2278
19/08/2020,Aged25to34,4769
19/08/2020,Aged35to44,4846
19/08/2020,Aged45to54,4867
19/08/2020,Aged55to64,3390
20/08/2020,Aged1to4,253
20/08/2020,Aged5to14,469
20/08/2020,Aged15to24,2293
20/08/2020,Aged25to34,4780
20/08/2020,Aged35to44,4850
20/08/2020,Aged45to54,4875
20/08/2020,Aged55to64,3396
21/08/2020,Aged1to4,257
21/08/2020,Aged5to14,481
21/08/2020,Aged15to24,2330
21/08/2020,Aged25to34,4810
21/08/2020,Aged35to44,4873
21/08/2020,Aged45to54,4883
21/08/2020,Aged55to64,3411
22/08/2020,Aged1to4,260
22/08/2020,Aged5to14,486
22/08/2020,Aged15to24,2348
22/08/2020,Aged25to34,4828
22/08/2020,Aged35to44,4885
22/08/2020,Aged45to54,4890
22/08/2020,Aged55to64,3421
23/08/2020,Aged1to4,270
23/08/2020,Aged5to14,496
23/08/2020,Aged15to24,2376
23/08/2020,Aged25to34,4863
23/08/2020,Aged35to44,4909
23/08/2020,Aged45to54,4910
23/08/2020,Aged55to64,3433
24/08/2020,Aged1to4,271
24/08/2020,Aged5to14,500
24/08/2020,Aged15to24,2396
24/08/2020,Aged25to34,4873
24/08/2020,Aged35to44,4916
24/08/2020,Aged45to54,4922
24/08/2020,Aged55to64,3438
25/08/2020,Aged1to4,274
25/08/2020,Aged5to14,508
25/08/2020,Aged15to24,2443
25/08/2020,Aged25to34,4901
25/08/2020,Aged35to44,4934
25/08/2020,Aged45to54,4936
25/08/2020,Aged55to64,3452
26/08/2020,Aged1to4,277
26/08/2020,Aged5to14,519
26/08/2020,Aged15to24,2464
26/08/2020,Aged25to34,4915
26/08/2020,Aged35to44,4947
26/08/2020,Aged45to54,4952
26/08/2020,Aged55to64,3458
27/08/2020,Aged1to4,280
27/08/2020,Aged5to14,528
27/08/2020,Aged15to24,2504
27/08/2020,Aged25to34,4951
27/08/2020,Aged35to44,4965
27/08/2020,Aged45to54,4982
27/08/2020,Aged55to64,3470
28/08/2020,Aged1to4,284
28/08/2020,Aged5to14,537
28/08/2020,Aged15to24,2522
28/08/2020,Aged25to34,4966
28/08/2020,Aged35to44,4984
28/08/2020,Aged45to54,4996
28/08/2020,Aged55to64,3479
29/08/2020,Aged1to4,285
29/08/2020,Aged5to14,549
29/08/2020,Aged15to24,2554
29/08/2020,Aged25to34,4993
29/08/2020,Aged35to44,5010
29/08/2020,Aged45to54,5010
29/08/2020,Aged55to64,3486
30/08/2020,Aged1to4,289
30/08/2020,Aged5to14,561
30/08/2020,Aged15to24,2580
30/08/2020,Aged25to34,5022
30/08/2020,Aged35to44,5036
30/08/2020,Aged45to54,5029
30/08/2020,Aged55to64,3498
31/08/2020,Aged1to4,292
31/08/2020,Aged5to14,563
31/08/2020,Aged15to24,2591
31/08/2020,Aged25to34,5029
31/08/2020,Aged35to44,5042
31/08/2020,Aged45to54,5035
31/08/2020,Aged55to64,3500
01/09/2020,Aged1to4,293
01/09/2020,Aged5to14,568
01/09/2020,Aged15to24,2604
01/09/2020,Aged25to34,5039
01/09/2020,Aged35to44,5053
01/09/2020,Aged45to54,5038
01/09/2020,Aged55to64,3509
02/09/2020,Aged1to4,300
02/09/2020,Aged5to14,591
02/09/2020,Aged15to24,2652
02/09/2020,Aged25to34,5079
02/09/2020,Aged35to44,5084
02/09/2020,Aged45to54,5067
02/09/2020,Aged55to64,3524
03/09/2020,Aged1to4,302
03/09/2020,Aged5to14,603
03/09/2020,Aged15to24,2678
03/09/2020,Aged25to34,5090
03/09/2020,Aged35to44,5089
03/09/2020,Aged45to54,5078
03/09/2020,Aged55to64,3532
04/09/2020,Aged1to4,306
04/09/2020,Aged5to14,613
04/09/2020,Aged15to24,2697
04/09/2020,Aged25to34,5105
04/09/2020,Aged35to44,5105
04/09/2020,Aged45to54,5087
04/09/2020,Aged55to64,3541
05/09/2020,Aged1to4,313
05/09/2020,Aged5to14,623
05/09/2020,Aged15to24,2716
05/09/2020,Aged25to34,5122
05/09/2020,Aged35to44,5116
05/09/2020,Aged45to54,5101
05/09/2020,Aged55to64,3549
06/09/2020,Aged1to4,319
06/09/2020,Aged5to14,637
06/09/2020,Aged15to24,2764
06/09/2020,Aged25to34,5172
06/09/2020,Aged35to44,5158
06/09/2020,Aged45to54,5128
06/09/2020,Aged55to64,3566
07/09/2020,Aged1to4,326
07/09/2020,Aged5to14,641
07/09/2020,Aged15to24,2795
07/09/2020,Aged25to34,5197
07/09/2020,Aged35to44,5184
07/09/2020,Aged45to54,5147
07/09/2020,Aged55to64,3576
08/09/2020,Aged1to4,331
08/09/2020,Aged5to14,650
08/09/2020,Aged15to24,2819
08/09/2020,Aged25to34,5214
08/09/2020,Aged35to44,5203
08/09/2020,Aged45to54,5158
08/09/2020,Aged55to64,3583
09/09/2020,Aged1to4,347
09/09/2020,Aged5to14,682
09/09/2020,Aged15to24,2880
09/09/2020,Aged25to34,5276
09/09/2020,Aged35to44,5254
09/09/2020,Aged45to54,5192
09/09/2020,Aged55to64,3614
10/09/2020,Aged1to4,356
10/09/2020,Aged5to14,691
10/09/2020,Aged15to24,2892
10/09/2020,Aged25to34,5291
10/09/2020,Aged35to44,5264
10/09/2020,Aged45to54,5202
10/09/2020,Aged55to64,3618
11/09/2020,Aged1to4,359
11/09/2020,Aged5to14,720
11/09/2020,Aged15to24,2916
11/09/2020,Aged25to34,5330
11/09/2020,Aged35to44,5289
11/09/2020,Aged45to54,5234
11/09/2020,Aged55to64,3633
12/09/2020,Aged1to4,369
12/09/2020,Aged5to14,733
12/09/2020,Aged15to24,2962
12/09/2020,Aged25to34,5376
12/09/2020,Aged35to44,5325
12/09/2020,Aged45to54,5256
12/09/2020,Aged55to64,3653
13/09/2020,Aged1to4,376
13/09/2020,Aged5to14,747
13/09/2020,Aged15to24,2992
13/09/2020,Aged25to34,5404
13/09/2020,Aged35to44,5348
13/09/2020,Aged45to54,5280
13/09/2020,Aged55to64,3675
14/09/2020,Aged1to4,386
14/09/2020,Aged5to14,773
14/09/2020,Aged15to24,3047
14/09/2020,Aged25to34,5451
14/09/2020,Aged35to44,5384
14/09/2020,Aged45to54,5304
14/09/2020,Aged55to64,3699
15/09/2020,Aged1to4,389
15/09/2020,Aged5to14,783
15/09/2020,Aged15to24,3112
15/09/2020,Aged25to34,5473
15/09/2020,Aged35to44,5410
15/09/2020,Aged45to54,5341
15/09/2020,Aged55to64,3725
16/09/2020,Aged1to4,401
16/09/2020,Aged5to14,818
16/09/2020,Aged15to24,3201
16/09/2020,Aged25to34,5523
16/09/2020,Aged35to44,5448
16/09/2020,Aged45to54,5391
16/09/2020,Aged55to64,3761
17/09/2020,Aged1to4,412
17/09/2020,Aged5to14,846
17/09/2020,Aged15to24,3253
17/09/2020,Aged25to34,5563
17/09/2020,Aged35to44,5474
17/09/2020,Aged45to54,5428
17/09/2020,Aged55to64,3790
18/09/2020,Aged1to4,427
18/09/2020,Aged5to14,864
18/09/2020,Aged15to24,3286
18/09/2020,Aged25to34,5606
18/09/2020,Aged35to44,5509
18/09/2020,Aged45to54,5464
18/09/2020,Aged55to64,3819
19/09/2020,Aged1to4,433
19/09/2020,Aged5to14,889
19/09/2020,Aged15to24,3346
19/09/2020,Aged25to34,5643
19/09/2020,Aged35to44,5554
19/09/2020,Aged45to54,5500
19/09/2020,Aged55to64,3834
20/09/2020,Aged1to4,441
20/09/2020,Aged5to14,909
20/09/2020,Aged15to24,3411
20/09/2020,Aged25to34,5682
20/09/2020,Aged35to44,5599
20/09/2020,Aged45to54,5535
20/09/2020,Aged55to64,3868
21/09/2020,Aged1to4,454
21/09/2020,Aged5to14,933
21/09/2020,Aged15to24,3504
21/09/2020,Aged25to34,5756
21/09/2020,Aged35to44,5669
21/09/2020,Aged45to54,5589
21/09/2020,Aged55to64,3889
22/09/2020,Aged1to4,458
22/09/2020,Aged5to14,948
22/09/2020,Aged15to24,3543
22/09/2020,Aged25to34,5804
22/09/2020,Aged35to44,5693
22/09/2020,Aged45to54,5614
22/09/2020,Aged55to64,3900
23/09/2020,Aged1to4,470
23/09/2020,Aged5to14,985
23/09/2020,Aged15to24,3625
23/09/2020,Aged25to34,5857
23/09/2020,Aged35to44,5745
23/09/2020,Aged45to54,5650
23/09/2020,Aged55to64,3929
24/09/2020,Aged1to4,470
24/09/2020,Aged5to14,999
24/09/2020,Aged15to24,3700
24/09/2020,Aged25to34,5892
24/09/2020,Aged35to44,5774
24/09/2020,Aged45to54,5678
24/09/2020,Aged55to64,3955
25/09/2020,Aged1to4,479
25/09/2020,Aged5to14,1020
25/09/2020,Aged15to24,3766
25/09/2020,Aged25to34,5947
25/09/2020,Aged35to44,5829
25/09/2020,Aged45to54,5731
25/09/2020,Aged55to64,3985
26/09/2020,Aged1to4,483
26/09/2020,Aged5to14,1042
26/09/2020,Aged15to24,3853
26/09/2020,Aged25to34,6015
26/09/2020,Aged35to44,5872
26/09/2020,Aged45to54,5772
26/09/2020,Aged55to64,4018
27/09/2020,Aged1to4,491
27/09/2020,Aged5to14,1063
27/09/2020,Aged15to24,3917
27/09/2020,Aged25to34,6063
27/09/2020,Aged35to44,5898
27/09/2020,Aged45to54,5805
27/09/2020,Aged55to64,4042
28/09/2020,Aged1to4,500
28/09/2020,Aged5to14,1097
28/09/2020,Aged15to24,4029
28/09/2020,Aged25to34,6154
28/09/2020,Aged35to44,5958
28/09/2020,Aged45to54,5854
28/09/2020,Aged55to64,4071
29/09/2020,Aged1to4,506
29/09/2020,Aged5to14,1122
29/09/2020,Aged15to24,4126
29/09/2020,Aged25to34,6227
29/09/2020,Aged35to44,6007
29/09/2020,Aged45to54,5916
29/09/2020,Aged55to64,4110
30/09/2020,Aged1to4,514
30/09/2020,Aged5to14,1138
30/09/2020,Aged15to24,4221
30/09/2020,Aged25to34,6282
30/09/2020,Aged35to44,6061
30/09/2020,Aged45to54,5969
30/09/2020,Aged55to64,4150
01/10/2020,Aged1to4,531
01/10/2020,Aged5to14,1164
01/10/2020,Aged15to24,4330
01/10/2020,Aged25to34,6352
01/10/2020,Aged35to44,6116
01/10/2020,Aged45to54,6029
01/10/2020,Aged55to64,4198
02/10/2020,Aged1to4,539
02/10/2020,Aged5to14,1186
02/10/2020,Aged15to24,4426
02/10/2020,Aged25to34,6440
02/10/2020,Aged35to44,6196
02/10/2020,Aged45to54,6085
02/10/2020,Aged55to64,4250
03/10/2020,Aged1to4,551
03/10/2020,Aged5to14,1220
03/10/2020,Aged15to24,4536
03/10/2020,Aged25to34,6516
03/10/2020,Aged35to44,6275
03/10/2020,Aged45to54,6160
03/10/2020,Aged55to64,4290
04/10/2020,Aged1to4,570
04/10/2020,Aged5to14,1261
04/10/2020,Aged15to24,4687
04/10/2020,Aged25to34,6617
04/10/2020,Aged35to44,6374
04/10/2020,Aged45to54,6237
04/10/2020,Aged55to64,4357
05/10/2020,Aged1to4,581
05/10/2020,Aged5to14,1280
05/10/2020,Aged15to24,4782
05/10/2020,Aged25to34,6704
05/10/2020,Aged35to44,6429
05/10/2020,Aged45to54,6277
05/10/2020,Aged55to64,4391
06/10/2020,Aged1to4,596
06/10/2020,Aged5to14,1322
06/10/2020,Aged15to24,4911
06/10/2020,Aged25to34,6784
06/10/2020,Aged35to44,6517
06/10/2020,Aged45to54,6352
06/10/2020,Aged55to64,4433
07/10/2020,Aged1to4,605
07/10/2020,Aged5to14,1351
07/10/2020,Aged15to24,5026
07/10/2020,Aged25to34,6841
07/10/2020,Aged35to44,6571
07/10/2020,Aged45to54,6415
07/10/2020,Aged55to64,4492
08/10/2020,Aged1to4,623
08/10/2020,Aged5to14,1390
08/10/2020,Aged15to24,5174
08/10/2020,Aged25to34,6932
08/10/2020,Aged35to44,6629
08/10/2020,Aged45to54,6486
08/10/2020,Aged55to64,4568
09/10/2020,Aged1to4,635
09/10/2020,Aged5to14,1415
09/10/2020,Aged15to24,5323
09/10/2020,Aged25to34,7010
09/10/2020,Aged35to44,6690
09/10/2020,Aged45to54,6556
09/10/2020,Aged55to64,4616
10/10/2020,Aged1to4,651
10/10/2020,Aged5to14,1462
10/10/2020,Aged15to24,5511
10/10/2020,Aged25to34,7118
10/10/2020,Aged35to44,6782
10/10/2020,Aged45to54,6632
10/10/2020,Aged55to64,4665
11/10/2020,Aged1to4,682
11/10/2020,Aged5to14,1525
11/10/2020,Aged15to24,5804
11/10/2020,Aged25to34,7320
11/10/2020,Aged35to44,6905
11/10/2020,Aged45to54,6772
11/10/2020,Aged55to64,4751
12/10/2020,Aged1to4,702
12/10/2020,Aged5to14,1586
12/10/2020,Aged15to24,6015
12/10/2020,Aged25to34,7462
12/10/2020,Aged35to44,7026
12/10/2020,Aged45to54,6864
12/10/2020,Aged55to64,4828
13/10/2020,Aged1to4,725
13/10/2020,Aged5to14,1641
13/10/2020,Aged15to24,6234
13/10/2020,Aged25to34,7629
13/10/2020,Aged35to44,7125
13/10/2020,Aged45to54,6978
13/10/2020,Aged55to64,4901
14/10/2020,Aged1to4,745
14/10/2020,Aged5to14,1698
14/10/2020,Aged15to24,6479
14/10/2020,Aged25to34,7773
14/10/2020,Aged35to44,7222
14/10/2020,Aged45to54,7071
14/10/2020,Aged55to64,4979
15/10/2020,Aged1to4,770
15/10/2020,Aged5to14,1767
15/10/2020,Aged15to24,6795
15/10/2020,Aged25to34,7962
15/10/2020,Aged35to44,7369
15/10/2020,Aged45to54,7201
15/10/2020,Aged55to64,5081
16/10/2020,Aged1to4,806
16/10/2020,Aged5to14,1858
16/10/2020,Aged15to24,7131
16/10/2020,Aged25to34,8172
16/10/2020,Aged35to44,7547
16/10/2020,Aged45to54,7362
16/10/2020,Aged55to64,5192
17/10/2020,Aged1to4,846
17/10/2020,Aged5to14,1949
17/10/2020,Aged15to24,7395
17/10/2020,Aged25to34,8328
17/10/2020,Aged35to44,7704
17/10/2020,Aged45to54,7488
17/10/2020,Aged55to64,5292
18/10/2020,Aged1to4,877
18/10/2020,Aged5to14,2042
18/10/2020,Aged15to24,7758
18/10/2020,Aged25to34,8532
18/10/2020,Aged35to44,7885
18/10/2020,Aged45to54,7665
18/10/2020,Aged55to64,5425
19/10/2020,Aged1to4,922
19/10/2020,Aged5to14,2171
19/10/2020,Aged15to24,8053
19/10/2020,Aged25to34,8740
19/10/2020,Aged35to44,8057
19/10/2020,Aged45to54,7822
19/10/2020,Aged55to64,5550
20/10/2020,Aged1to4,960
20/10/2020,Aged5to14,2281
20/10/2020,Aged15to24,8315
20/10/2020,Aged25to34,8895
20/10/2020,Aged35to44,8192
20/10/2020,Aged45to54,7947
20/10/2020,Aged55to64,5653
21/10/2020,Aged1to4,1008
21/10/2020,Aged5to14,2391
21/10/2020,Aged15to24,8631
21/10/2020,Aged25to34,9054
21/10/2020,Aged35to44,8347
21/10/2020,Aged45to54,8118
21/10/2020,Aged55to64,5822
22/10/2020,Aged1to4,1051
22/10/2020,Aged5to14,2495
22/10/2020,Aged15to24,8910
22/10/2020,Aged25to34,9229
22/10/2020,Aged35to44,8495
22/10/2020,Aged45to54,8278
22/10/2020,Aged55to64,5934
23/10/2020,Aged1to4,1106
23/10/2020,Aged5to14,2602
23/10/2020,Aged15to24,9138
23/10/2020,Aged25to34,9403
23/10/2020,Aged35to44,8641
23/10/2020,Aged45to54,8411
23/10/2020,Aged55to64,6027
24/10/2020,Aged1to4,1136
24/10/2020,Aged5to14,2676
24/10/2020,Aged15to24,9314
24/10/2020,Aged25to34,9510
24/10/2020,Aged35to44,8757
24/10/2020,Aged45to54,8516
24/10/2020,Aged55to64,6116
25/10/2020,Aged1to4,1156
25/10/2020,Aged5to14,2765
25/10/2020,Aged15to24,9503
25/10/2020,Aged25to34,9637
25/10/2020,Aged35to44,8860
25/10/2020,Aged45to54,8635
25/10/2020,Aged55to64,6214
26/10/2020,Aged1to4,1210
26/10/2020,Aged5to14,2888
26/10/2020,Aged15to24,9744
26/10/2020,Aged25to34,9785
26/10/2020,Aged35to44,9010
26/10/2020,Aged45to54,8755
26/10/2020,Aged55to64,6321
27/10/2020,Aged1to4,1243
27/10/2020,Aged5to14,3006
27/10/2020,Aged15to24,9950
27/10/2020,Aged25to34,9920
27/10/2020,Aged35to44,9129
27/10/2020,Aged45to54,8880
27/10/2020,Aged55to64,6412
28/10/2020,Aged1to4,1273
28/10/2020,Aged5to14,3074
28/10/2020,Aged15to24,10106
28/10/2020,Aged25to34,10028
28/10/2020,Aged35to44,9226
28/10/2020,Aged45to54,8993
28/10/2020,Aged55to64,6487
29/10/2020,Aged1to4,1310
29/10/2020,Aged5to14,3143
29/10/2020,Aged15to24,10241
29/10/2020,Aged25to34,10124
29/10/2020,Aged35to44,9323
29/10/2020,Aged45to54,9094
